"rabs","n","alpha","rsgn","smoothed","plot","subj_id","weights","correct","log_time"
0.7,96,-2.94443897916644,0,1,0,106,1,0,3.97029191
0.7,96,-2.94443897916644,1,1,0,190,1,1,2.639057339
0.5,12,-2.94443897916644,1,0,0,117,1,1,4.094344566
0.9,96,-2.94443897916644,0,1,0,118,1,1,3.8066625
0.5,24,-2.94443897916644,0,0,1,116,1,1,3.71357207
0.5,96,-2.94443897916644,0,0,1,82,0.5,1,4.219507699
0.5,96,-2.94443897916644,0,0,1,82,0.5,0,4.219507699
0.9,96,-2.94443897916644,0,1,0,52,1,0,3.258096554
0.5,48,-2.94443897916644,1,1,0,199,1,1,3.8066625
0.5,24,-2.94443897916644,1,0,0,31,0.5,1,4.04305127
0.5,24,-2.94443897916644,1,0,0,31,0.5,0,4.04305127
0.7,48,-2.94443897916644,0,0,0,44,1,0,4.543294782
0.9,48,-2.94443897916644,0,1,0,117,1,0,3.583518945
0.3,48,-2.94443897916644,0,0,0,60,1,0,3.761200115
0.3,12,-2.94443897916644,1,0,0,157,1,0,4.430816793
0.5,12,-2.94443897916644,1,0,0,43,1,1,4.189654738
0.3,12,-2.94443897916644,0,0,0,116,1,0,3.401197385
0.7,48,-2.94443897916644,1,1,0,199,1,1,3.218875832
0.5,96,-2.94443897916644,0,1,0,12,1,0,3.555348062
0.9,96,-2.94443897916644,1,1,0,31,1,1,3.044522432
0.5,96,-2.94443897916644,0,0,0,60,1,0,2.639057339
0.5,12,-2.94443897916644,0,0,0,117,1,0,3.044522432
0.5,96,-2.94443897916644,1,0,1,74,1,0,4.543294782
0.7,12,-2.94443897916644,1,0,1,141,0.5,1,4.204692619
0.7,12,-2.94443897916644,1,0,1,141,0.5,0,4.204692619
0.3,24,-2.94443897916644,1,0,1,63,1,0,2.995732287
0.5,48,-2.94443897916644,1,0,1,207,0.5,0,4.189654747
0.5,48,-2.94443897916644,1,0,1,207,0.5,1,4.189654747
0.7,96,-2.94443897916644,0,0,0,190,1,0,4.382026633
0.7,96,-2.94443897916644,0,0,0,117,1,0,2.995732256
0.5,96,-2.94443897916644,1,0,0,126,1,1,4.204692619
0.7,24,-2.94443897916644,1,0,0,60,1,1,3.295836867
0.9,96,-2.94443897916644,0,0,0,116,1,0,3.688879452
0.5,96,-2.94443897916644,1,1,0,77,1,0,3.044522432
0.3,12,-2.94443897916644,0,0,0,117,1,0,2.708050183
0.7,48,-2.94443897916644,0,0,1,63,1,1,3.044522432
0.3,48,-2.94443897916644,1,1,1,190,1,0,2.890371747
0.3,12,-2.94443897916644,1,0,0,43,1,0,4.025351689
0.5,48,-2.94443897916644,0,0,0,44,1,0,4.276666126
0.7,48,-2.94443897916644,1,1,0,31,1,0,4.025351689
0.9,96,-2.94443897916644,0,1,1,63,1,1,2.484906621
0.7,48,-2.94443897916644,1,1,0,74,1,1,3.891820301
0.7,48,-2.94443897916644,0,0,1,10,1,1,3.135494204
0.7,96,-2.94443897916644,0,0,0,12,1,0,3.737669628
0.5,96,-2.94443897916644,0,1,1,190,1,0,2.833213356
0.9,24,-2.94443897916644,0,0,0,139,1,0,4.691347885
0.9,24,-2.94443897916644,1,0,0,43,1,1,3.044522432
0.7,12,-2.94443897916644,0,0,0,77,1,0,2.639057339
0.5,96,-2.94443897916644,0,1,0,116,1,1,3.583518945
0.3,24,-2.94443897916644,0,0,1,207,1,0,4.094344555
0.5,12,-2.94443897916644,0,0,0,60,1,0,3.931825632
0.5,48,-2.94443897916644,0,0,1,63,0.5,0,3.091042458
0.5,48,-2.94443897916644,0,0,1,63,0.5,0,3.091042458
0.9,48,-2.94443897916644,1,0,1,190,1,1,2.77258872
0.7,48,-2.94443897916644,1,0,0,126,1,1,4.025351689
0.9,24,-2.94443897916644,1,0,0,74,1,1,3.526360518
0.9,48,-2.94443897916644,0,0,1,10,1,1,2.56494935
0.7,48,-2.94443897916644,0,1,0,77,0.5,0,3.178053828
0.7,48,-2.94443897916644,0,1,0,77,0.5,0,3.178053828
0.7,48,-2.94443897916644,1,1,1,141,1,1,4.00733319
0.5,96,-2.94443897916644,1,0,0,12,1,1,3.583518928
0.9,96,-2.94443897916644,1,1,1,190,1,1,2.397895278
0.3,12,-2.94443897916644,1,0,0,116,0.5,0,3.295836867
0.3,12,-2.94443897916644,1,0,0,116,0.5,0,3.295836867
0.3,48,-2.94443897916644,0,0,1,63,1,1,2.77258872
0.7,24,-2.94443897916644,1,0,0,139,1,0,3.610917909
0.7,12,-2.94443897916644,0,0,0,63,1,0,2.708050183
0.3,12,-2.94443897916644,1,0,1,10,1,0,3.218875832
0.3,48,-2.94443897916644,0,1,1,60,1,0,3.761200115
0.5,48,-2.94443897916644,0,1,0,116,1,1,3.178053828
0.7,48,-2.94443897916644,1,1,1,145,1,1,2.197224602
0.7,96,-2.94443897916644,1,0,0,126,1,1,3.663561654
0.5,96,-2.94443897916644,0,1,1,190,1,0,3.367295825
0.5,96,-2.94443897916644,0,0,1,207,1,0,3.931825632
0.5,96,-2.94443897916644,1,1,0,77,0.5,0,3.610917909
0.5,96,-2.94443897916644,1,1,0,77,0.5,0,3.610917909
0.7,48,-2.94443897916644,1,0,0,31,1,0,4.343805419
0.5,12,-2.94443897916644,0,0,1,10,1,0,2.77258872
0.9,24,-2.94443897916644,1,0,1,145,1,1,1.791759493
0.3,48,-2.94443897916644,0,0,0,12,1,0,3.891820301
0.5,96,-2.94443897916644,0,1,0,63,1,0,3.465735901
0.7,96,-2.94443897916644,0,1,1,207,1,1,2.833213356
0.9,96,-2.94443897916644,1,1,1,145,1,1,1.60943802
0.9,96,-2.94443897916644,1,1,1,145,1,1,1.945910203
0.7,24,-2.94443897916644,1,0,0,74,1,1,4.143134731
0.7,48,-2.94443897916644,1,0,1,178,1,1,5.493061444
0.7,24,-2.94443897916644,1,0,1,10,1,0,2.77258872
0.3,48,-2.94443897916644,1,0,1,60,1,0,3.71357207
0.9,24,-2.94443897916644,1,0,1,145,1,1,2.397895278
0.3,48,-2.94443897916644,1,0,0,141,0.5,0,4.290459442
0.3,48,-2.94443897916644,1,0,0,141,0.5,0,4.290459442
0.5,24,-2.94443897916644,0,0,1,31,1,1,3.663561654
0.5,48,-2.94443897916644,1,0,0,139,1,1,4.248495242
0.7,48,-2.94443897916644,0,0,0,63,1,0,3.25809653
0.9,24,-2.94443897916644,0,0,0,10,1,0,3.218875832
0.9,12,-2.94443897916644,0,0,0,145,1,0,3.091042458
0.3,48,-2.94443897916644,1,0,1,31,1,0,2.944438981
0.5,96,-2.94443897916644,1,1,0,126,1,0,4.290459434
0.5,48,-2.94443897916644,1,0,1,76,1,1,3.465735901
0.7,96,-2.94443897916644,0,1,1,31,1,1,2.397895278
0.5,12,-2.94443897916644,0,0,0,63,0.5,0,3.332204519
0.5,12,-2.94443897916644,0,0,0,63,0.5,0,3.332204519
0.3,48,-2.94443897916644,1,0,0,178,1,0,3.891820301
0.9,48,-2.94443897916644,1,0,0,10,1,1,2.708050183
0.9,12,-2.94443897916644,0,0,0,172,1,0,4.290459442
0.3,12,-2.94443897916644,1,0,0,145,1,0,3.091042458
0.9,48,-2.94443897916644,0,1,0,77,1,0,4.47733682
0.5,96,-2.94443897916644,1,0,0,141,1,1,3.871201009
0.3,96,-2.94443897916644,1,0,1,31,1,1,2.890371747
0.3,12,-2.94443897916644,0,0,1,207,1,0,4.276666117
0.5,48,-2.94443897916644,1,0,0,63,1,0,3.091042458
0.3,24,-2.94443897916644,1,0,0,178,1,0,3.135494204
0.7,96,-2.94443897916644,0,1,0,12,1,0,4.430816801
0.7,48,-2.94443897916644,0,1,1,31,1,1,2.07944154
0.9,96,-2.94443897916644,1,1,1,76,1,1,2.56494935
0.9,12,-2.94443897916644,0,0,0,145,1,0,3.044522432
0.5,24,-2.94443897916644,0,0,0,10,1,0,3.367295825
0.7,48,-2.94443897916644,0,0,1,77,1,1,3.044522462
0.3,48,-2.94443897916644,0,0,1,60,1,0,3.583518945
0.3,96,-2.94443897916644,1,1,1,12,1,0,2.995732256
0.5,12,-2.94443897916644,0,0,0,178,1,0,3.09104243
0.5,96,-2.94443897916644,1,0,0,145,1,0,2.890371782
0.9,24,-2.94443897916644,0,0,0,126,1,1,4.00733319
0.9,48,-2.94443897916644,0,0,1,60,1,1,2.56494935
0.9,12,-2.94443897916644,1,0,0,31,1,0,3.401197385
0.5,48,-2.94443897916644,1,0,0,141,1,1,3.891820288
0.3,24,-2.94443897916644,1,0,0,10,1,0,3.367295825
0.5,48,-2.94443897916644,1,1,1,77,1,0,3.555348062
0.5,96,-2.94443897916644,1,1,0,178,1,0,3.332204497
0.5,96,-2.94443897916644,1,1,0,172,1,0,3.044522432
0.9,12,-2.94443897916644,1,0,1,12,1,0,3.555348062
0.9,12,-2.94443897916644,0,0,0,145,1,0,3.433987215
0.9,96,-2.94443897916644,1,1,1,77,1,1,2.302585075
0.3,48,-2.94443897916644,0,1,0,74,1,0,4.897839799
0.7,24,-2.94443897916644,0,0,0,139,1,0,4.820281566
0.3,24,-2.94443897916644,1,0,0,10,0.5,0,3.25809653
0.3,24,-2.94443897916644,1,0,0,10,0.5,0,3.25809653
0.7,96,-2.94443897916644,1,1,0,141,1,1,3.367295825
0.9,48,-2.94443897916644,1,1,0,172,1,0,2.890371747
0.5,24,-2.94443897916644,0,0,0,178,1,0,3.433987215
0.3,96,-2.94443897916644,0,0,1,77,0.5,0,3.295836867
0.3,96,-2.94443897916644,0,0,1,77,0.5,1,3.295836867
0.7,24,-2.94443897916644,1,0,1,12,1,0,3.433987215
0.7,48,-2.94443897916644,0,0,1,12,1,1,2.397895278
0.7,96,-2.94443897916644,0,0,1,77,1,0,2.77258872
0.9,48,-2.94443897916644,0,1,0,172,1,1,3.465735901
0.3,48,-2.94443897916644,1,0,0,141,1,0,3.784189625
0.3,48,-2.94443897916644,1,1,1,77,1,0,2.708050225
0.5,24,-2.94443897916644,1,0,0,60,1,0,2.77258872
0.5,48,-2.94443897916644,0,0,0,31,1,0,4.418840607
0.9,48,-2.94443897916644,0,1,0,195,1,1,3.951243711
0.5,48,-2.94443897916644,0,1,0,74,1,0,4.304065089
0.7,48,-2.94443897916644,0,1,0,139,1,0,4.406719251
0.3,96,-2.94443897916644,0,0,1,31,1,0,2.995732256
0.7,24,-2.94443897916644,1,0,1,12,1,0,4.248495242
0.3,12,-2.94443897916644,0,0,0,31,1,0,3.135494204
0.9,12,-2.94443897916644,1,0,1,169,1,1,3.044522432
0.7,24,-2.94443897916644,0,0,0,172,1,0,3.850147595
0.7,48,-2.94443897916644,0,1,1,169,1,1,2.944438981
0.3,96,-2.94443897916644,1,1,0,31,1,0,3.761200115
0.9,96,-2.94443897916644,1,0,1,172,1,1,2.833213356
0.5,96,-2.94443897916644,0,1,0,154,1,0,2.995732287
0.7,96,-2.94443897916644,0,1,0,141,1,1,4.248495242
0.9,48,-2.94443897916644,0,0,1,125,1,1,2.995732256
0.5,96,-2.94443897916644,0,1,0,31,1,0,3.688879452
0.3,24,-2.94443897916644,1,0,1,172,1,1,3.610917909
0.7,24,-2.94443897916644,0,0,0,195,1,1,4.897839799
0.5,12,-2.94443897916644,0,0,1,169,1,0,4.110873871
0.3,96,-2.94443897916644,1,1,1,172,1,0,2.944438981
0.3,48,-2.94443897916644,0,0,0,31,1,0,3.465735901
0.5,48,-2.94443897916644,0,0,1,125,1,0,3.367295825
0.7,24,-2.94443897916644,0,0,0,90,1,1,4.48863637
0.7,96,-2.94443897916644,1,0,1,169,1,1,2.833213356
0.7,48,-2.94443897916644,0,1,0,31,1,1,3.044522432
0.7,48,-2.94443897916644,0,1,0,31,1,0,2.302585075
0.5,12,-2.94443897916644,1,0,1,125,1,0,3.433987195
0.7,48,-2.94443897916644,0,1,1,169,1,1,3.135494204
0.9,48,-2.94443897916644,0,0,1,125,1,1,2.484906674
0.5,12,-2.94443897916644,1,0,0,110,1,0,3.663561638
0.7,48,-2.94443897916644,1,1,0,195,1,0,4.465908121
0.7,96,-2.94443897916644,0,0,0,154,0.5,0,4.634728984
0.7,96,-2.94443897916644,0,0,0,154,0.5,0,4.634728984
0.3,48,-2.94443897916644,0,1,1,125,1,0,2.708050225
0.9,48,-2.94443897916644,0,1,0,31,1,1,3.688879452
0.5,96,-2.94443897916644,0,1,0,154,1,0,2.397895278
0.3,96,-2.94443897916644,0,1,0,169,1,0,3.663561654
0.5,12,-2.94443897916644,1,0,1,172,1,0,4.543294782
0.7,96,-2.94443897916644,1,0,0,125,1,1,3.135494204
0.3,12,-2.94443897916644,1,0,0,154,1,0,2.833213356
0.5,24,-2.94443897916644,1,0,0,110,1,0,3.401197385
0.7,96,-2.94443897916644,1,1,0,125,1,1,2.397895278
0.7,48,-2.94443897916644,0,0,1,172,1,1,3.258096554
0.3,12,-2.94443897916644,1,0,0,90,1,0,4.574710979
0.5,48,-2.94443897916644,0,1,0,154,1,0,3.496507567
0.3,48,-2.94443897916644,1,0,0,125,1,0,3.401197385
0.3,48,-2.94443897916644,1,0,0,169,1,0,3.850147595
0.5,12,-2.94443897916644,1,0,0,31,1,0,4.290459442
0.9,96,-2.94443897916644,1,1,0,125,1,1,2.397895278
0.5,48,-2.94443897916644,1,1,0,195,1,0,4.418840607
0.3,12,-2.94443897916644,0,0,0,110,1,0,3.784189639
0.3,24,-2.94443897916644,0,0,1,154,1,0,2.890371747
0.3,96,-2.94443897916644,1,1,0,86,1,0,3.433987195
0.9,48,-2.94443897916644,0,0,1,154,1,1,1.945910203
0.3,24,-2.94443897916644,1,0,0,125,1,0,2.708050225
0.9,12,-2.94443897916644,1,0,0,169,1,1,3.218875832
0.5,48,-2.94443897916644,0,0,1,154,0.5,1,2.944438981
0.5,48,-2.94443897916644,0,0,1,154,0.5,0,2.944438981
0.9,48,-2.94443897916644,1,1,0,110,1,1,3.401197385
0.9,12,-2.94443897916644,1,0,0,110,1,1,2.197224602
0.5,48,-2.94443897916644,0,0,0,90,1,1,4.369447848
0.7,24,-2.94443897916644,1,0,1,154,0.5,0,2.833213356
0.7,24,-2.94443897916644,1,0,1,154,0.5,1,2.833213356
0.3,48,-2.94443897916644,0,0,1,110,1,0,2.833213356
0.5,48,-2.94443897916644,1,1,0,86,1,1,3.761200115
0.9,96,-2.94443897916644,1,1,1,154,1,1,2.944438981
0.3,24,-2.94443897916644,0,0,0,169,1,1,3.761200115
0.7,12,-2.94443897916644,0,0,0,163,1,0,2.890371747
0.3,96,-2.94443897916644,1,1,1,110,1,0,2.944438948
0.9,96,-2.94443897916644,1,0,0,86,1,1,2.77258872
0.9,48,-2.94443897916644,0,0,1,70,1,1,2.833213356
0.7,96,-2.94443897916644,1,1,0,90,1,1,3.891820301
0.9,24,-2.94443897916644,0,0,1,110,1,1,2.833213356
0.7,12,-2.94443897916644,0,0,0,163,1,0,2.56494935
0.7,96,-2.94443897916644,0,1,0,169,0.5,0,2.890371782
0.7,96,-2.94443897916644,0,1,0,169,0.5,0,2.890371782
0.9,48,-2.94443897916644,0,1,1,110,1,1,2.07944154
0.3,48,-2.94443897916644,0,1,0,163,1,0,2.07944154
0.7,12,-2.94443897916644,0,0,1,110,1,0,2.397895278
0.9,96,-2.94443897916644,0,1,0,163,1,0,2.944438981
0.5,48,-2.94443897916644,0,0,0,86,1,0,4.00733319
0.7,24,-2.94443897916644,0,0,0,163,1,1,2.302585075
0.5,48,-2.94443897916644,1,1,0,169,1,0,3.663561638
0.3,12,-2.94443897916644,1,0,1,70,1,0,4.077537443
0.9,12,-2.94443897916644,0,0,1,163,1,0,3.218875807
0.7,96,-2.94443897916644,1,0,0,86,1,1,3.555348062
0.3,12,-2.94443897916644,0,0,1,169,1,0,3.044522432
0.7,12,-2.94443897916644,1,0,0,201,1,0,2.995732287
0.3,96,-2.94443897916644,1,1,1,163,1,0,2.639057294
0.3,48,-2.94443897916644,0,1,1,76,1,0,6.464588303
0.9,48,-2.94443897916644,0,1,1,70,1,1,2.890371747
0.5,48,-2.94443897916644,1,0,1,33,1,1,2.995732287
0.3,48,-2.94443897916644,1,0,0,90,1,0,4.574710979
0.5,24,-2.94443897916644,1,0,1,163,1,0,2.708050183
0.9,96,-2.94443897916644,0,0,1,169,1,1,2.197224602
0.9,24,-2.94443897916644,1,0,1,70,1,1,2.833213319
0.5,96,-2.94443897916644,0,0,1,163,1,0,2.397895278
0.9,24,-2.94443897916644,0,0,1,76,1,1,3.367295825
0.3,12,-2.94443897916644,1,0,1,86,1,0,3.871201022
0.9,96,-2.94443897916644,0,1,1,90,1,1,3.401197364
0.5,12,-2.94443897916644,1,0,1,163,1,0,2.833213319
0.3,24,-2.94443897916644,0,0,1,33,1,0,3.496507567
0.5,96,-2.94443897916644,0,0,1,76,1,0,3.044522432
0.9,24,-2.94443897916644,0,0,1,33,1,1,2.833213319
0.7,48,-2.94443897916644,1,1,1,64,1,0,3.465735901
0.5,96,-2.94443897916644,1,0,1,70,1,1,3.806662486
0.9,48,-2.94443897916644,0,0,1,90,1,1,3.295836867
0.7,12,-2.94443897916644,0,0,1,86,1,0,3.71357207
0.3,12,-2.94443897916644,1,0,0,195,1,0,4.304065089
0.3,12,-2.94443897916644,0,0,1,33,1,0,2.890371747
0.9,12,-2.94443897916644,1,0,1,86,1,1,2.708050225
0.9,48,-2.94443897916644,1,1,1,195,1,1,2.708050225
0.9,96,-2.94443897916644,1,1,1,33,1,1,3.044522432
0.7,48,-2.94443897916644,0,1,0,76,1,0,3.912023
0.9,48,-2.94443897916644,0,0,1,195,1,1,2.302585075
0.7,12,-2.94443897916644,1,0,1,86,1,1,3.295836867
0.5,96,-2.94443897916644,1,0,0,33,1,1,2.890371782
0.9,96,-2.94443897916644,1,0,1,195,1,1,3.367295825
0.3,12,-2.94443897916644,1,0,1,90,1,0,4.248495242
0.7,96,-2.94443897916644,1,1,1,64,1,0,4.189654747
0.9,96,-2.94443897916644,0,1,1,86,1,1,3.218875832
0.5,48,-2.94443897916644,0,1,0,201,1,0,4.962844631
0.7,24,-2.94443897916644,1,0,0,33,1,1,3.526360518
0.3,96,-2.94443897916644,1,1,1,64,1,0,2.77258872
0.3,48,-2.94443897916644,0,1,1,195,1,0,3.433987215
0.3,48,-2.94443897916644,1,1,1,66,1,1,3.367295825
0.9,96,-2.94443897916644,0,1,0,76,1,0,4.262679881
0.5,96,-2.94443897916644,0,1,1,86,1,0,3.178053828
0.9,48,-2.94443897916644,1,0,0,33,1,1,2.77258872
0.7,48,-2.94443897916644,1,0,0,201,1,1,3.091042458
0.3,48,-2.94443897916644,1,1,1,195,1,0,2.708050225
0.3,48,-2.94443897916644,0,0,1,64,1,1,2.833213319
0.9,96,-2.94443897916644,1,1,1,80,1,1,2.56494935
0.5,96,-2.94443897916644,1,0,1,132,1,1,3.806662486
0.7,48,-2.94443897916644,0,1,1,90,1,1,4.174387272
0.3,48,-2.94443897916644,0,0,0,33,1,0,3.135494204
0.7,48,-2.94443897916644,0,1,1,66,1,1,2.639057294
0.7,96,-2.94443897916644,0,1,0,76,1,1,3.555348062
0.3,48,-2.94443897916644,1,1,1,66,1,0,2.56494935
0.7,12,-2.94443897916644,1,0,1,64,1,0,3.367295825
0.9,96,-2.94443897916644,1,0,0,70,1,1,5.049856007
0.3,96,-2.94443897916644,0,1,0,86,1,0,3.583518945
0.3,12,-2.94443897916644,1,0,1,90,1,0,3.091042458
0.7,48,-2.94443897916644,1,1,1,132,1,1,2.484906674
0.9,48,-2.94443897916644,1,0,0,76,1,1,3.178053828
0.7,12,-2.94443897916644,0,0,0,33,1,0,2.890371747
0.9,24,-2.94443897916644,0,0,1,66,1,0,2.944438981
0.5,48,-2.94443897916644,1,1,1,66,1,1,2.397895278
0.5,48,-2.94443897916644,1,1,1,132,1,0,3.332204519
0.9,96,-2.94443897916644,1,1,0,64,1,1,3.688879452
0.3,48,-2.94443897916644,0,0,1,132,1,0,2.639057339
0.9,48,-2.94443897916644,0,1,0,33,1,0,3.367295825
0.5,96,-2.94443897916644,1,0,0,66,1,1,3.295836867
0.3,96,-2.94443897916644,0,1,1,132,1,0,2.77258872
0.9,48,-2.94443897916644,1,0,0,64,1,1,3.258096554
0.3,12,-2.94443897916644,1,0,1,80,1,0,4.663439097
0.7,24,-2.94443897916644,0,0,0,132,1,0,2.944438981
0.3,96,-2.94443897916644,0,0,0,76,1,0,4.304065098
0.7,12,-2.94443897916644,1,0,0,66,1,0,3.09104243
0.7,48,-2.94443897916644,1,0,1,204,1,1,3.737669613
0.3,12,-2.94443897916644,1,0,1,90,1,0,4.262679881
0.9,12,-2.94443897916644,1,0,1,80,1,1,2.639057339
0.3,48,-2.94443897916644,0,1,0,132,1,0,2.564949397
0.5,96,-2.94443897916644,1,0,0,66,1,1,2.77258872
0.9,12,-2.94443897916644,0,0,1,80,1,1,2.56494935
0.9,48,-2.94443897916644,1,0,0,132,1,0,2.484906621
0.7,24,-2.94443897916644,0,0,0,66,1,0,2.77258872
0.7,96,-2.94443897916644,0,1,0,64,1,0,3.951243723
0.9,24,-2.94443897916644,0,0,0,70,1,0,4.867534452
0.7,48,-2.94443897916644,0,1,1,80,1,1,2.484906621
0.3,96,-2.94443897916644,1,0,1,204,1,0,3.218875807
0.3,12,-2.94443897916644,0,0,0,132,1,0,2.833213319
0.3,48,-2.94443897916644,0,0,0,66,1,0,2.995732256
0.9,96,-2.94443897916644,1,0,1,204,1,1,2.302585138
0.9,24,-2.94443897916644,0,0,0,175,1,0,2.77258872
0.7,24,-2.94443897916644,0,0,0,132,1,0,3.044522432
0.7,48,-2.94443897916644,0,1,1,174,1,0,3.761200115
0.3,96,-2.94443897916644,1,1,0,201,1,0,5.361292163
0.5,48,-2.94443897916644,0,1,1,204,1,1,3.295836867
0.5,48,-2.94443897916644,0,0,0,70,1,0,3.850147608
0.5,96,-2.94443897916644,0,0,0,64,1,0,3.912023
0.9,96,-2.94443897916644,0,0,0,175,1,0,2.639057339
0.5,96,-2.94443897916644,1,1,1,204,1,1,2.944438981
0.7,96,-2.94443897916644,0,1,1,174,1,1,2.397895278
0.5,48,-2.94443897916644,0,1,0,175,1,0,2.77258872
0.3,12,-2.94443897916644,1,0,0,201,1,0,3.688879452
0.5,12,-2.94443897916644,0,0,0,80,0.333333333333333,0,4.418840614
0.5,12,-2.94443897916644,0,0,0,80,0.333333333333333,0,4.418840614
0.5,12,-2.94443897916644,0,0,0,80,0.333333333333333,0,4.418840614
0.9,12,-2.94443897916644,1,0,0,175,1,0,2.708050183
0.7,48,-2.94443897916644,1,1,0,70,1,0,3.871201009
0.3,48,-2.94443897916644,0,0,0,204,1,0,3.496507567
0.3,96,-2.94443897916644,0,1,1,174,1,0,3.258096554
0.7,24,-2.94443897916644,1,0,0,175,0.5,0,2.708050225
0.7,24,-2.94443897916644,1,0,0,175,0.5,1,2.708050225
0.7,48,-2.94443897916644,1,1,0,64,1,1,4.204692619
0.5,96,-2.94443897916644,1,0,0,70,1,1,3.178053828
0.5,96,-2.94443897916644,0,0,1,175,1,1,2.302585138
0.3,48,-2.94443897916644,1,0,0,204,1,0,3.367295825
0.3,96,-2.94443897916644,0,0,1,174,1,0,3.25809653
0.7,24,-2.94443897916644,0,0,1,201,1,0,4.04305127
0.5,48,-2.94443897916644,0,0,1,175,1,1,2.484906621
0.7,96,-2.94443897916644,1,0,1,175,1,0,2.302585075
0.5,12,-2.94443897916644,0,0,1,201,1,0,2.56494935
0.5,96,-2.94443897916644,0,1,1,174,1,0,3.044522432
0.3,24,-2.94443897916644,1,0,1,175,1,0,2.484906674
0.3,48,-2.94443897916644,1,1,0,204,1,0,3.688879452
0.5,48,-2.94443897916644,0,1,0,80,1,0,4.553876894
0.3,24,-2.94443897916644,1,0,1,201,1,0,2.995732287
0.7,48,-2.94443897916644,0,0,1,175,1,0,2.197224602
0.5,48,-2.94443897916644,0,0,0,174,1,0,3.332204519
0.9,96,-2.94443897916644,0,1,1,201,1,1,2.302585075
0.7,96,-2.94443897916644,1,1,0,13,1,1,4.127134386
0.9,96,-2.94443897916644,1,0,0,204,1,1,2.708050225
0.9,24,-2.94443897916644,0,0,1,201,1,1,2.302585075
0.3,48,-2.94443897916644,0,0,1,70,1,0,3.465735901
0.5,12,-2.94443897916644,1,0,0,174,1,1,3.465735901
0.5,96,-2.94443897916644,1,1,0,174,1,0,2.639057339
0.7,48,-2.94443897916644,0,0,1,92,1,1,3.71357207
0.5,48,-2.94443897916644,0,1,0,174,1,0,2.639057339
0.9,96,-2.94443897916644,0,0,0,204,1,0,4.290459442
0.9,96,-2.94443897916644,1,0,0,80,1,1,4.465908114
0.9,48,-2.94443897916644,1,0,0,174,1,0,3.367295825
0.3,96,-2.94443897916644,0,1,1,92,1,0,3.555348062
0.7,96,-2.94443897916644,1,1,1,92,1,1,2.77258872
0.7,48,-2.94443897916644,0,1,1,92,1,1,3.637586162
0.3,96,-2.94443897916644,1,1,1,92,1,0,2.890371747
0.5,48,-2.94443897916644,0,1,0,92,1,0,3.401197385
0.9,12,-2.94443897916644,1,0,0,34,1,1,2.708050183
0.5,48,-2.94443897916644,1,0,0,92,1,1,3.828641398
0.3,48,-2.94443897916644,1,1,0,34,1,0,3.135494231
0.7,96,-2.94443897916644,1,0,0,92,1,1,2.995732287
0.7,24,-2.94443897916644,1,0,0,34,1,1,2.639057339
0.7,24,-2.94443897916644,1,0,0,34,1,1,2.890371747
0.5,96,-2.94443897916644,0,1,0,34,1,0,2.56494935
0.5,48,-2.94443897916644,0,0,1,58,1,0,4.369447848
0.3,96,-2.94443897916644,1,1,1,104,1,0,3.912023013
0.3,96,-2.94443897916644,1,1,0,92,1,0,4.442651261
0.3,48,-2.94443897916644,0,0,1,34,1,1,3.688879452
0.7,24,-2.94443897916644,1,0,1,34,1,1,2.484906674
0.7,48,-2.94443897916644,0,0,1,39,1,1,3.737669628
0.9,12,-2.94443897916644,0,0,0,92,1,1,3.218875832
0.9,48,-2.94443897916644,0,0,0,156,0.5,0,3.663561638
0.9,48,-2.94443897916644,0,0,0,156,0.5,0,3.663561638
0.5,48,-2.94443897916644,1,0,1,58,1,1,4.127134386
0.7,24,-2.94443897916644,0,0,1,34,1,1,3.433987215
0.9,96,-2.94443897916644,1,1,1,104,1,1,3.433987215
0.9,96,-2.94443897916644,1,1,1,39,1,1,3.295836867
0.3,12,-2.94443897916644,0,0,1,34,1,0,2.944438948
0.5,12,-2.94443897916644,0,0,0,156,1,0,3.688879452
0.3,96,-2.94443897916644,1,1,1,104,1,0,3.433987195
0.9,96,-2.94443897916644,0,1,1,34,1,1,2.833213356
0.3,48,-2.94443897916644,1,1,0,13,1,0,6.054439347
0.9,96,-2.94443897916644,0,0,1,104,1,1,2.890371747
0.9,12,-2.94443897916644,1,0,1,39,1,1,3.761200115
0.3,96,-2.94443897916644,1,1,1,58,1,0,4.317488113
0.7,96,-2.94443897916644,1,1,0,156,1,0,3.784189639
0.9,96,-2.94443897916644,1,1,1,104,1,1,2.708050225
0.9,96,-2.94443897916644,1,0,0,156,1,1,2.56494935
0.7,96,-2.94443897916644,0,0,1,39,1,1,3.465735901
0.9,24,-2.94443897916644,0,0,0,156,1,1,2.639057339
0.9,24,-2.94443897916644,0,0,0,80,1,0,6.126869185
0.7,96,-2.94443897916644,1,1,0,104,1,1,3.688879452
0.3,12,-2.94443897916644,1,0,1,156,1,0,3.135494231
0.5,96,-2.94443897916644,1,0,1,156,1,0,2.890371747
0.3,96,-2.94443897916644,1,1,1,39,1,0,4.158883081
0.7,48,-2.94443897916644,1,0,1,156,1,1,2.397895278
0.3,24,-2.94443897916644,1,0,0,104,1,0,3.465735901
0.5,48,-2.94443897916644,0,1,0,104,1,1,2.639057294
0.5,48,-2.94443897916644,0,1,1,156,1,1,2.944438981
0.5,96,-2.94443897916644,0,1,0,13,1,1,4.955827057
