"rabs","n","alpha","rsgn","smoothed","plot","subj_id","weights","correct","log_time"
0.5,96,-2.94443897916644,0,1,0,200,0.5,0,3.332204519
0.5,96,-2.94443897916644,0,1,0,200,0.5,1,3.332204519
0.9,48,-2.94443897916644,0,1,0,82,1,1,4.615120514
0.5,48,-2.94443897916644,0,1,0,17,1,0,2.890371747
0.7,24,-2.94443897916644,0,0,1,167,1,1,3.295836867
0.5,96,-2.94443897916644,0,0,0,100,1,0,2.995732287
0.9,24,-2.94443897916644,0,0,1,180,1,1,2.708050183
0.9,96,-2.94443897916644,1,1,0,84,1,1,2.07944154
0.7,96,-2.94443897916644,1,0,1,142,1,1,2.07944154
0.7,48,-2.94443897916644,0,1,0,158,1,1,3.044522432
0.9,12,-2.94443897916644,1,0,0,166,1,1,3.135494231
0.5,24,-2.94443897916644,0,0,1,157,1,0,3.912023
0.5,96,-2.94443897916644,1,1,0,14,1,0,3.433987195
0.3,96,-2.94443897916644,0,1,1,52,1,0,3.850147608
0.7,24,-2.94443897916644,1,0,1,152,1,0,3.178053828
0.7,96,-2.94443897916644,0,0,0,197,0.5,0,4.53259949
0.7,96,-2.94443897916644,0,0,0,197,0.5,1,4.53259949
0.5,24,-2.94443897916644,1,0,0,61,1,0,2.708050183
0.7,48,-2.94443897916644,0,0,1,142,1,1,1.945910203
0.5,48,-2.94443897916644,0,0,1,87,1,0,3.496507567
0.9,96,-2.94443897916644,0,1,1,180,1,1,2.56494935
0.3,96,-2.94443897916644,0,1,1,148,1,0,3.465735901
0.7,48,-2.94443897916644,0,0,1,199,1,0,4.143134721
0.5,96,-2.94443897916644,0,0,1,23,1,0,3.401197364
0.7,96,-2.94443897916644,1,1,0,11,1,1,3.663561638
0.9,48,-2.94443897916644,1,0,0,186,1,0,3.367295825
0.9,96,-2.94443897916644,0,0,1,14,1,1,2.639057339
0.9,48,-2.94443897916644,1,1,1,87,1,1,2.197224602
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,1,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,24,-2.94443897916644,0,0,0,123,0.125,0,3.97029191
0.5,48,-2.94443897916644,1,1,0,17,1,0,3.044522432
0.9,24,-2.94443897916644,1,0,0,51,1,1,2.484906674
0.7,12,-2.94443897916644,0,0,1,118,1,0,4.276666117
0.3,24,-2.94443897916644,1,0,1,124,1,0,3.496507548
0.5,48,-2.94443897916644,1,1,0,200,1,0,3.465735901
0.9,48,-2.94443897916644,0,1,1,87,1,1,2.07944154
0.3,12,-2.94443897916644,0,0,0,158,1,0,3.332204519
0.9,48,-2.94443897916644,1,1,0,131,0.333333333333333,1,3.784189639
0.9,48,-2.94443897916644,1,1,0,131,0.333333333333333,0,3.784189639
0.9,48,-2.94443897916644,1,1,0,131,0.333333333333333,0,3.784189639
0.7,24,-2.94443897916644,1,0,0,84,1,0,3.433987215
0.7,12,-2.94443897916644,0,0,0,142,1,0,3.218875832
0.9,48,-2.94443897916644,1,0,1,118,1,1,2.197224532
0.3,48,-2.94443897916644,1,1,1,137,1,0,3.688879452
0.7,24,-2.94443897916644,1,0,0,88,1,0,3.761200115
0.5,48,-2.94443897916644,1,0,1,93,1,0,3.8066625
0.9,12,-2.94443897916644,1,0,1,44,1,1,3.555348062
0.3,24,-2.94443897916644,0,0,1,100,1,0,3.737669613
0.5,96,-2.94443897916644,0,0,1,23,1,0,2.995732256
0.3,48,-2.94443897916644,1,1,0,200,0.5,0,2.484906674
0.3,48,-2.94443897916644,1,1,0,200,0.5,0,2.484906674
0.5,48,-2.94443897916644,0,0,1,148,1,0,2.995732287
0.3,96,-2.94443897916644,0,1,1,93,1,0,1.945910113
0.3,96,-2.94443897916644,0,0,1,152,1,0,3.688879452
0.3,96,-2.94443897916644,1,0,1,87,1,1,2.77258872
0.3,96,-2.94443897916644,0,0,0,197,1,0,3.688879452
0.7,24,-2.94443897916644,0,0,0,177,1,1,4.174387272
0.5,12,-2.94443897916644,0,0,1,137,1,0,2.708050183
0.3,24,-2.94443897916644,0,0,1,52,1,0,3.091042458
0.3,12,-2.94443897916644,1,0,1,157,1,0,3.891820301
0.9,48,-2.94443897916644,1,0,0,158,1,1,3.178053828
0.3,24,-2.94443897916644,0,0,0,17,1,0,3.526360518
0.9,48,-2.94443897916644,1,1,0,142,1,1,2.484906621
0.7,12,-2.94443897916644,1,0,1,200,1,0,2.77258872
0.9,96,-2.94443897916644,0,0,1,23,1,1,2.833213319
0.7,48,-2.94443897916644,1,0,0,167,1,0,4.158883081
0.9,96,-2.94443897916644,1,0,1,87,1,1,2.56494935
0.3,96,-2.94443897916644,0,0,1,14,1,0,3.71357207
0.3,12,-2.94443897916644,0,0,0,11,1,0,3.737669613
0.3,24,-2.94443897916644,0,0,1,126,1,0,4.934473932
0.3,12,-2.94443897916644,1,0,1,93,1,0,2.397895278
0.3,96,-2.94443897916644,0,0,1,199,1,0,3.784189625
0.5,48,-2.94443897916644,0,0,0,84,1,0,3.433987195
0.5,48,-2.94443897916644,1,0,1,124,1,0,3.496507548
0.9,12,-2.94443897916644,1,0,1,152,1,1,2.944438981
0.5,96,-2.94443897916644,0,0,0,17,1,0,2.397895221
0.3,96,-2.94443897916644,0,0,1,62,1,0,4.394449156
0.9,24,-2.94443897916644,1,0,0,53,1,1,5.843544418
0.3,24,-2.94443897916644,0,0,0,186,1,0,3.433987215
0.7,96,-2.94443897916644,1,1,0,142,1,1,2.639057294
0.3,12,-2.94443897916644,0,0,1,148,1,0,2.833213319
0.3,96,-2.94443897916644,0,0,1,131,0.25,0,3.737669613
0.3,96,-2.94443897916644,0,0,1,131,0.25,0,3.737669613
0.3,96,-2.94443897916644,0,0,1,131,0.25,0,3.737669613
0.3,96,-2.94443897916644,0,0,1,131,0.25,0,3.737669613
0.3,96,-2.94443897916644,1,1,0,88,1,1,3.637586162
0.5,96,-2.94443897916644,0,1,1,200,1,1,2.77258872
0.7,96,-2.94443897916644,1,1,1,43,1,1,3.71357207
0.5,96,-2.94443897916644,0,0,0,158,1,0,3.091042458
0.7,24,-2.94443897916644,1,0,1,197,0.5,1,3.401197385
0.7,24,-2.94443897916644,1,0,1,197,0.5,0,3.401197385
0.3,96,-2.94443897916644,1,0,1,152,1,0,2.484906674
0.3,96,-2.94443897916644,0,1,0,167,1,0,2.890371747
0.3,96,-2.94443897916644,0,1,1,23,1,0,2.995732287
0.5,48,-2.94443897916644,1,1,1,180,1,1,4.219507699
0.7,96,-2.94443897916644,1,0,0,123,0.2,0,4.127134386
0.7,96,-2.94443897916644,1,0,0,123,0.2,0,4.127134386
0.7,96,-2.94443897916644,1,0,0,123,0.2,0,4.127134386
0.7,96,-2.94443897916644,1,0,0,123,0.2,0,4.127134386
0.7,96,-2.94443897916644,1,0,0,123,0.2,0,4.127134386
0.7,12,-2.94443897916644,0,0,0,203,1,0,2.708050225
0.7,24,-2.94443897916644,0,0,1,137,1,1,3.526360536
0.7,12,-2.94443897916644,0,0,1,124,1,1,3.135494204
0.7,96,-2.94443897916644,0,0,1,126,1,1,3.091042458
0.9,96,-2.94443897916644,1,1,0,62,1,1,2.944438981
0.7,48,-2.94443897916644,0,1,0,11,1,1,3.332204519
0.5,24,-2.94443897916644,0,0,1,14,1,0,3.367295825
0.3,48,-2.94443897916644,1,0,1,200,1,0,2.708050225
0.5,24,-2.94443897916644,1,0,0,51,1,0,4.04305127
0.3,24,-2.94443897916644,0,0,0,142,1,0,2.944438981
0.3,48,-2.94443897916644,1,1,1,84,0.5,0,3.367295825
0.3,48,-2.94443897916644,1,1,1,84,0.5,0,3.367295825
0.9,12,-2.94443897916644,0,0,0,82,0.5,0,4.442651254
0.9,12,-2.94443897916644,0,0,0,82,0.5,0,4.442651254
0.5,96,-2.94443897916644,1,0,1,197,1,1,2.708050183
0.3,24,-2.94443897916644,1,0,1,44,1,0,4.007333179
0.7,48,-2.94443897916644,1,0,0,61,0.5,0,4.025351689
0.7,48,-2.94443897916644,1,0,0,61,0.5,1,4.025351689
0.5,48,-2.94443897916644,1,0,0,53,1,1,2.56494935
0.9,48,-2.94443897916644,0,0,1,200,1,1,1.791759493
0.9,12,-2.94443897916644,1,0,0,167,1,1,2.944438981
0.9,48,-2.94443897916644,0,0,0,166,1,0,4.564348196
0.7,96,-2.94443897916644,1,1,0,148,1,1,2.944438981
0.7,24,-2.94443897916644,0,0,1,142,1,1,2.197224602
0.3,12,-2.94443897916644,1,0,0,88,1,0,3.367295847
0.9,48,-2.94443897916644,1,0,1,200,1,1,1.791759389
0.7,24,-2.94443897916644,0,0,1,157,1,1,3.891820288
0.7,48,-2.94443897916644,0,0,0,41,0.5,1,5.587248659
0.7,48,-2.94443897916644,0,0,0,41,0.5,0,5.587248659
0.3,96,-2.94443897916644,1,0,1,84,1,0,2.639057339
0.3,12,-2.94443897916644,1,0,1,199,1,0,3.806662486
0.9,24,-2.94443897916644,1,0,1,100,1,1,2.484906621
0.5,96,-2.94443897916644,0,0,1,23,1,0,3.367295825
0.7,48,-2.94443897916644,1,0,0,51,1,1,2.77258872
0.3,48,-2.94443897916644,1,1,1,14,1,0,2.944438981
0.5,48,-2.94443897916644,0,1,0,186,1,0,3.688879452
0.3,96,-2.94443897916644,1,1,1,180,1,0,3.367295825
0.5,48,-2.94443897916644,1,0,1,166,1,1,2.639057339
0.9,96,-2.94443897916644,1,0,0,62,1,1,3.25809653
0.9,12,-2.94443897916644,0,0,1,124,1,0,3.295836867
0.7,96,-2.94443897916644,0,0,1,41,1,1,2.77258872
0.9,24,-2.94443897916644,0,0,1,14,1,1,2.564949397
0.5,96,-2.94443897916644,1,0,1,44,1,0,3.367295847
0.5,96,-2.94443897916644,1,0,1,43,1,1,3.367295825
0.7,96,-2.94443897916644,1,1,1,197,1,1,3.135494204
0.3,96,-2.94443897916644,0,0,0,123,0.2,0,3.784189625
0.3,96,-2.94443897916644,0,0,0,123,0.2,1,3.784189625
0.3,96,-2.94443897916644,0,0,0,123,0.2,0,3.784189625
0.3,96,-2.94443897916644,0,0,0,123,0.2,0,3.784189625
0.3,96,-2.94443897916644,0,0,0,123,0.2,0,3.784189625
0.5,96,-2.94443897916644,0,0,1,131,0.333333333333333,0,4.0253517
0.5,96,-2.94443897916644,0,0,1,131,0.333333333333333,1,4.0253517
0.5,96,-2.94443897916644,0,0,1,131,0.333333333333333,0,4.0253517
0.3,24,-2.94443897916644,0,0,0,51,1,0,3.044522432
0.7,48,-2.94443897916644,1,0,0,167,1,0,3.465735901
0.5,48,-2.94443897916644,0,0,1,100,1,0,3.178053828
0.7,48,-2.94443897916644,0,0,1,106,1,1,2.708050183
0.3,12,-2.94443897916644,0,0,1,157,1,0,3.433987215
0.9,12,-2.94443897916644,1,0,1,41,1,1,2.56494935
0.9,48,-2.94443897916644,0,0,1,124,1,0,3.044522462
0.5,96,-2.94443897916644,1,0,0,158,1,0,3.663561638
0.9,48,-2.94443897916644,1,1,0,51,1,1,2.302585075
0.3,96,-2.94443897916644,0,0,0,11,1,0,3.931825632
0.9,96,-2.94443897916644,0,1,1,166,1,1,3.218875807
0.5,48,-2.94443897916644,1,0,1,84,0.5,0,3.465735901
0.5,48,-2.94443897916644,1,0,1,84,0.5,0,3.465735901
0.9,96,-2.94443897916644,0,0,0,199,1,0,3.465735901
0.7,96,-2.94443897916644,1,1,0,177,1,0,4.574710973
0.9,96,-2.94443897916644,1,1,1,44,1,1,2.890371747
0.7,24,-2.94443897916644,0,0,1,109,1,1,3.367295825
0.9,24,-2.94443897916644,1,0,0,53,1,1,3.912023
0.9,96,-2.94443897916644,0,0,0,88,0.25,0,3.761200115
0.9,96,-2.94443897916644,0,0,0,88,0.25,0,3.761200115
0.9,96,-2.94443897916644,0,0,0,88,0.25,0,3.761200115
0.9,96,-2.94443897916644,0,0,0,88,0.25,0,3.761200115
0.7,48,-2.94443897916644,0,1,0,52,1,0,4.574710979
0.7,96,-2.94443897916644,0,1,1,41,1,1,2.197224602
0.7,24,-2.94443897916644,1,0,1,148,1,0,3.637586162
0.7,48,-2.94443897916644,1,0,0,180,1,1,3.555348062
0.3,12,-2.94443897916644,0,0,0,152,1,0,4.094344566
0.9,96,-2.94443897916644,0,0,1,96,1,1,2.944438981
0.5,96,-2.94443897916644,0,0,1,207,1,0,4.897839799
0.5,24,-2.94443897916644,0,0,1,197,1,0,3.295836867
0.3,96,-2.94443897916644,1,0,1,51,1,1,2.708050183
0.3,48,-2.94443897916644,1,0,0,203,1,0,4.143134721
0.9,12,-2.94443897916644,0,0,1,177,1,1,2.56494935
0.3,48,-2.94443897916644,1,1,1,139,0.5,1,4.077537443
0.3,48,-2.94443897916644,1,1,1,139,0.5,0,4.077537443
0.5,24,-2.94443897916644,0,0,1,131,0.5,0,3.367295825
0.5,24,-2.94443897916644,0,0,1,131,0.5,1,3.367295825
0.9,48,-2.94443897916644,1,1,0,199,1,1,2.77258872
0.5,96,-2.94443897916644,1,0,1,166,1,1,2.890371747
0.5,48,-2.94443897916644,1,0,0,82,1,1,4.262679881
0.3,96,-2.94443897916644,0,1,1,115,1,1,3.218875832
0.7,96,-2.94443897916644,0,0,1,84,1,1,3.135494231
0.5,96,-2.94443897916644,0,0,1,41,1,1,2.77258872
0.7,48,-2.94443897916644,1,0,1,106,1,1,2.708050225
0.5,96,-2.94443897916644,0,0,0,88,1,0,2.995732287
0.7,96,-2.94443897916644,1,1,0,203,1,1,2.397895221
0.9,96,-2.94443897916644,0,1,0,186,1,0,4.043051259
0.9,96,-2.94443897916644,0,0,1,197,1,1,2.56494935
0.5,96,-2.94443897916644,0,0,0,62,1,0,3.988984047
0.5,96,-2.94443897916644,0,1,1,177,1,1,2.77258872
0.9,48,-2.94443897916644,1,1,1,84,1,1,2.07944154
0.5,12,-2.94443897916644,1,0,0,118,1,0,4.941642423
0.7,24,-2.94443897916644,0,0,1,51,1,1,2.944438981
0.9,48,-2.94443897916644,0,0,1,148,1,1,3.178053828
0.5,48,-2.94443897916644,0,1,0,53,1,1,3.496507567
0.5,48,-2.94443897916644,0,1,1,166,1,1,2.77258872
0.3,48,-2.94443897916644,0,1,1,109,1,0,3.091042458
0.7,12,-2.94443897916644,0,0,1,123,0.25,1,3.970291922
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.970291922
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.970291922
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.970291922
0.3,12,-2.94443897916644,1,0,0,167,1,0,3.931825632
0.9,48,-2.94443897916644,0,1,0,157,1,1,3.806662486
0.9,96,-2.94443897916644,0,1,1,100,1,1,3.850147595
0.7,24,-2.94443897916644,1,0,0,203,1,0,2.833213319
0.7,12,-2.94443897916644,0,0,1,96,1,0,3.25809653
0.9,96,-2.94443897916644,1,0,1,109,1,1,1.945910113
0.9,24,-2.94443897916644,1,0,1,177,1,1,2.564949397
0.3,24,-2.94443897916644,1,0,1,131,0.333333333333333,0,3.178053828
0.3,24,-2.94443897916644,1,0,1,131,0.333333333333333,0,3.178053828
0.3,24,-2.94443897916644,1,0,1,131,0.333333333333333,0,3.178053828
0.9,96,-2.94443897916644,0,1,1,178,1,1,3.610917909
0.7,96,-2.94443897916644,1,0,1,166,1,1,2.302585075
0.9,24,-2.94443897916644,1,0,0,185,1,0,2.995732287
0.5,96,-2.94443897916644,0,0,1,41,1,0,3.332204519
0.9,12,-2.94443897916644,0,0,0,53,1,1,2.708050225
0.5,48,-2.94443897916644,0,1,1,51,1,1,2.890371747
0.5,96,-2.94443897916644,0,0,1,115,1,1,3.044522462
0.5,24,-2.94443897916644,0,0,0,180,1,0,3.931825645
0.7,48,-2.94443897916644,1,0,0,203,1,1,2.397895278
0.7,96,-2.94443897916644,0,1,1,177,1,1,2.302585075
0.7,96,-2.94443897916644,0,1,1,139,1,1,3.218875832
0.5,96,-2.94443897916644,1,0,1,106,0.5,1,3.583518945
0.5,96,-2.94443897916644,1,0,1,106,0.5,0,3.583518945
0.5,96,-2.94443897916644,0,0,1,115,1,1,3.258096554
0.7,12,-2.94443897916644,1,0,0,186,1,0,3.610917909
0.7,24,-2.94443897916644,0,0,1,100,1,0,2.833213356
0.7,48,-2.94443897916644,1,1,1,126,1,1,4.73619845
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.218875832
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.218875832
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.218875832
0.7,12,-2.94443897916644,0,0,1,123,0.25,0,3.218875832
0.3,48,-2.94443897916644,1,0,1,51,1,0,2.397895278
0.5,12,-2.94443897916644,0,0,0,52,1,0,4.043051259
0.3,12,-2.94443897916644,1,0,0,82,1,0,3.912023
0.9,24,-2.94443897916644,0,0,1,131,0.2,1,2.995732287
0.9,24,-2.94443897916644,0,0,1,131,0.2,0,2.995732287
0.9,24,-2.94443897916644,0,0,1,131,0.2,0,2.995732287
0.9,24,-2.94443897916644,0,0,1,131,0.2,0,2.995732287
0.9,24,-2.94443897916644,0,0,1,131,0.2,0,2.995732287
0.5,48,-2.94443897916644,1,0,0,199,1,0,3.850147608
0.7,24,-2.94443897916644,1,0,1,96,1,1,2.77258872
0.7,96,-2.94443897916644,0,1,1,106,1,1,2.484906674
0.5,48,-2.94443897916644,0,0,1,109,1,0,3.433987215
0.7,12,-2.94443897916644,0,0,1,51,1,1,2.484906621
0.3,24,-2.94443897916644,1,0,1,53,1,1,3.295836867
0.3,24,-2.94443897916644,1,0,1,43,1,0,4.595119849
0.7,96,-2.94443897916644,1,0,0,185,1,1,2.944438981
0.5,24,-2.94443897916644,1,0,1,177,1,1,3.178053828
0.7,48,-2.94443897916644,1,1,0,118,1,1,3.951243723
0.7,48,-2.94443897916644,1,0,0,44,1,1,4.418840607
0.9,24,-2.94443897916644,0,0,1,186,1,1,2.944438981
0.9,12,-2.94443897916644,1,0,1,109,1,1,1.945910203
0.3,96,-2.94443897916644,1,1,1,74,1,0,3.71357207
0.9,96,-2.94443897916644,0,0,1,96,1,1,2.484906621
0.3,48,-2.94443897916644,0,1,0,188,1,0,2.833213319
0.7,96,-2.94443897916644,1,1,1,53,1,1,2.484906621
0.3,96,-2.94443897916644,1,0,1,123,0.25,0,3.367295825
0.3,96,-2.94443897916644,1,0,1,123,0.25,0,3.367295825
0.3,96,-2.94443897916644,1,0,1,123,0.25,1,3.367295825
0.3,96,-2.94443897916644,1,0,1,123,0.25,0,3.367295825
0.7,48,-2.94443897916644,1,1,0,188,1,1,2.197224602
0.7,48,-2.94443897916644,1,1,0,207,1,1,3.135494231
0.3,12,-2.94443897916644,1,0,1,203,1,0,3.71357207
0.9,24,-2.94443897916644,0,0,1,178,1,1,3.496507567
0.7,24,-2.94443897916644,0,0,1,106,1,1,3.218875832
0.7,12,-2.94443897916644,0,0,1,96,1,0,2.302585075
0.3,48,-2.94443897916644,0,0,0,180,1,0,3.761200115
0.7,96,-2.94443897916644,1,0,0,82,1,1,3.555348062
0.3,12,-2.94443897916644,0,0,1,115,1,0,3.663561654
0.3,96,-2.94443897916644,0,0,1,43,1,0,3.044522432
0.5,48,-2.94443897916644,0,0,0,199,1,0,3.465735901
0.5,48,-2.94443897916644,1,0,0,52,1,1,3.583518945
0.9,48,-2.94443897916644,1,0,1,188,1,1,2.197224602
0.7,96,-2.94443897916644,1,0,1,186,1,1,2.890371747
0.3,24,-2.94443897916644,1,0,0,185,0.5,0,3.218875832
0.3,24,-2.94443897916644,1,0,0,185,0.5,0,3.218875832
0.5,96,-2.94443897916644,0,1,0,109,1,1,3.178053828
0.3,96,-2.94443897916644,0,0,1,139,1,0,3.951243711
0.3,12,-2.94443897916644,0,0,0,157,1,0,4.304065098
0.3,96,-2.94443897916644,1,1,0,44,1,0,3.433987215
0.7,96,-2.94443897916644,1,0,1,116,1,1,3.71357207
0.5,96,-2.94443897916644,0,1,1,188,1,0,2.397895278
0.3,96,-2.94443897916644,0,0,1,117,1,1,3.784189625
0.9,12,-2.94443897916644,0,0,1,203,1,0,2.995732256
0.9,96,-2.94443897916644,0,1,1,82,1,1,2.833213356
0.7,48,-2.94443897916644,0,1,1,43,1,1,2.639057339
0.5,96,-2.94443897916644,0,1,1,115,1,1,2.77258872
0.7,96,-2.94443897916644,0,1,0,62,1,0,4.574710979
0.9,96,-2.94443897916644,1,0,0,106,1,0,3.332204519
0.9,48,-2.94443897916644,0,0,0,96,1,0,3.401197385
0.9,96,-2.94443897916644,0,1,1,123,0.25,0,3.526360518
0.9,96,-2.94443897916644,0,1,1,123,0.25,1,3.526360518
0.9,96,-2.94443897916644,0,1,1,123,0.25,0,3.526360518
0.9,96,-2.94443897916644,0,1,1,123,0.25,0,3.526360518
0.3,96,-2.94443897916644,0,1,0,115,1,0,2.484906621
0.3,24,-2.94443897916644,1,0,1,203,1,0,2.639057294
0.5,48,-2.94443897916644,0,0,1,186,1,0,3.401197385
0.5,12,-2.94443897916644,0,0,0,199,1,0,3.465735901
0.7,48,-2.94443897916644,0,1,0,109,1,1,3.433987215
0.3,48,-2.94443897916644,0,0,1,53,1,1,2.302585075
0.3,96,-2.94443897916644,0,0,0,185,1,0,3.496507567
0.3,96,-2.94443897916644,0,1,1,74,1,0,3.555348062
0.5,24,-2.94443897916644,1,0,1,188,1,0,3.295836867
0.5,12,-2.94443897916644,0,0,0,118,1,0,4.158883081
0.5,12,-2.94443897916644,1,0,0,207,1,1,3.891820301
0.9,96,-2.94443897916644,1,0,0,115,1,1,2.197224532
0.3,48,-2.94443897916644,1,1,1,117,1,0,2.639057339
0.9,48,-2.94443897916644,1,0,0,185,1,1,2.302585138
0.5,96,-2.94443897916644,1,1,1,186,1,0,2.639057294
0.5,96,-2.94443897916644,1,0,1,203,1,1,2.890371747
0.7,48,-2.94443897916644,0,0,1,53,1,1,2.56494935
0.7,96,-2.94443897916644,1,0,1,188,1,1,2.07944154
0.3,96,-2.94443897916644,0,1,0,96,0.333333333333333,0,3.178053828
0.3,96,-2.94443897916644,0,1,0,96,0.333333333333333,0,3.178053828
0.3,96,-2.94443897916644,0,1,0,96,0.333333333333333,0,3.178053828
0.7,12,-2.94443897916644,1,0,0,43,0.5,0,3.688879452
0.7,12,-2.94443897916644,1,0,0,43,0.5,0,3.688879452
0.5,48,-2.94443897916644,0,0,0,106,1,0,3.496507567
0.3,48,-2.94443897916644,1,1,1,141,0.5,0,4.406719251
0.3,48,-2.94443897916644,1,1,1,141,0.5,0,4.406719251
0.9,48,-2.94443897916644,1,0,1,185,1,1,2.197224602
0.9,96,-2.94443897916644,0,0,0,109,1,0,3.178053828
0.5,12,-2.94443897916644,0,0,0,199,1,0,3.218875832
0.3,48,-2.94443897916644,1,1,1,123,0.25,0,3.332204497
0.3,48,-2.94443897916644,1,1,1,123,0.25,0,3.332204497
0.3,48,-2.94443897916644,1,1,1,123,0.25,0,3.332204497
0.3,48,-2.94443897916644,1,1,1,123,0.25,0,3.332204497
0.5,24,-2.94443897916644,0,0,1,82,1,0,3.850147595
0.7,12,-2.94443897916644,0,0,1,188,1,0,2.302585138
0.9,48,-2.94443897916644,0,1,0,115,1,1,2.995732256
0.9,24,-2.94443897916644,0,0,1,117,1,1,2.639057339
0.3,96,-2.94443897916644,1,1,1,203,1,0,2.833213319
0.3,48,-2.94443897916644,0,1,1,53,1,0,2.995732256
0.7,48,-2.94443897916644,1,0,0,96,1,0,2.77258872
0.7,12,-2.94443897916644,1,0,1,186,1,0,3.135494204
0.9,24,-2.94443897916644,1,0,0,106,1,1,2.77258872
0.5,96,-2.94443897916644,1,0,1,185,1,1,3.044522432
0.3,12,-2.94443897916644,1,0,0,62,0.5,0,4.143134731
0.3,12,-2.94443897916644,1,0,0,62,0.5,0,4.143134731
0.5,12,-2.94443897916644,0,0,0,157,1,0,4.262679881
0.5,12,-2.94443897916644,1,0,1,199,1,0,2.944438981
0.3,24,-2.94443897916644,1,0,1,116,0.5,0,3.637586162
0.3,24,-2.94443897916644,1,0,1,116,0.5,0,3.637586162
0.3,96,-2.94443897916644,0,0,0,180,1,0,4.47733682
0.3,96,-2.94443897916644,0,0,0,115,1,1,3.044522432
0.5,48,-2.94443897916644,1,0,1,178,1,0,4.543294782
0.7,12,-2.94443897916644,0,0,1,117,0.5,0,2.995732256
0.7,12,-2.94443897916644,0,0,1,117,0.5,0,2.995732256
0.9,12,-2.94443897916644,0,0,0,190,1,0,3.178053828
0.5,48,-2.94443897916644,1,0,1,74,1,1,3.951243711
0.7,48,-2.94443897916644,1,1,1,82,1,1,3.433987195
0.5,96,-2.94443897916644,0,0,0,109,1,0,3.526360518
0.9,48,-2.94443897916644,1,0,0,118,1,1,4.025351689
0.9,96,-2.94443897916644,0,0,1,117,1,1,2.07944154
0.7,96,-2.94443897916644,0,0,0,44,1,0,4.521788578
0.9,48,-2.94443897916644,0,0,0,207,1,0,4.127134386
0.7,24,-2.94443897916644,0,0,1,185,1,1,3.091042458
0.3,48,-2.94443897916644,1,1,0,106,1,0,3.401197385
0.9,96,-2.94443897916644,0,1,1,53,1,1,2.07944154
0.3,96,-2.94443897916644,1,0,1,116,1,1,3.044522462
0.7,96,-2.94443897916644,1,1,0,115,1,0,3.091042458
0.5,24,-2.94443897916644,0,0,1,82,1,0,3.044522432
0.5,12,-2.94443897916644,0,0,0,96,0.5,0,3.8066625
0.5,12,-2.94443897916644,0,0,0,96,0.5,0,3.8066625
0.7,96,-2.94443897916644,0,1,0,180,1,1,3.555348062
0.3,12,-2.94443897916644,0,0,1,139,1,0,4.744932127
0.7,24,-2.94443897916644,1,0,0,157,1,1,3.555348062
0.9,24,-2.94443897916644,0,0,1,74,1,1,3.367295825
0.3,96,-2.94443897916644,0,1,1,185,1,0,2.833213356
0.5,96,-2.94443897916644,0,1,0,118,1,1,3.135494204
0.5,48,-2.94443897916644,0,1,1,126,1,0,3.610917909
0.7,96,-2.94443897916644,1,0,0,190,1,1,2.77258872
0.5,48,-2.94443897916644,0,0,0,31,1,0,4.060443017
0.5,24,-2.94443897916644,0,0,0,109,1,0,3.637586162
0.3,96,-2.94443897916644,1,0,1,178,1,0,3.850147608
0.5,96,-2.94443897916644,1,1,1,116,1,1,3.25809653
0.5,48,-2.94443897916644,0,0,0,43,0.5,0,4.406719243
0.5,48,-2.94443897916644,0,0,0,43,0.5,1,4.406719243
0.9,24,-2.94443897916644,1,0,1,199,1,1,4.04305127
0.5,48,-2.94443897916644,1,0,1,185,1,0,2.56494935
0.5,48,-2.94443897916644,1,0,0,60,0.2,1,5.003946308
0.5,48,-2.94443897916644,1,0,0,60,0.2,0,5.003946308
0.5,48,-2.94443897916644,1,0,0,60,0.2,0,5.003946308
0.5,48,-2.94443897916644,1,0,0,60,0.2,0,5.003946308
0.5,48,-2.94443897916644,1,0,0,60,0.2,0,5.003946308
0.7,48,-2.94443897916644,1,1,0,96,0.5,0,3.178053828
0.7,48,-2.94443897916644,1,1,0,96,0.5,1,3.178053828
0.9,96,-2.94443897916644,0,1,0,190,1,0,2.833213356
0.9,96,-2.94443897916644,1,1,1,141,0.333333333333333,1,4.174387272
0.9,96,-2.94443897916644,1,1,1,141,0.333333333333333,0,4.174387272
0.9,96,-2.94443897916644,1,1,1,141,0.333333333333333,0,4.174387272
0.3,96,-2.94443897916644,0,1,0,207,1,0,3.891820301
0.7,96,-2.94443897916644,1,0,0,52,1,1,5.062595032
0.3,12,-2.94443897916644,1,0,1,139,1,0,3.583518945
