"rabs","n","alpha","rsgn","smoothed","design","subj_id","weights","correct","log_time"
0.3,96,-2.94443897916644,1,0,0,54,1,0,2.944438981
0.5,48,-2.94443897916644,0,1,0,54,1,0,2.708050183
0.9,48,-2.94443897916644,1,0,0,54,1,0,2.197224532
0.7,48,-2.94443897916644,1,0,0,54,1,1,2.302585075
0.5,24,-2.94443897916644,0,0,0,54,1,0,2.397895278
0.7,48,-2.94443897916644,0,1,1,54,1,1,2.484906621
0.9,12,-2.94443897916644,1,0,1,54,1,1,2.302585138
0.9,12,-2.94443897916644,1,0,1,54,1,1,2.833213356
0.5,96,-2.94443897916644,1,0,1,54,1,0,3.178053828
0.9,48,-2.94443897916644,0,0,1,54,1,1,1.945910113
0.3,48,-2.94443897916644,0,0,0,56,0.333333333333333,0,3.828641398
0.3,48,-2.94443897916644,0,0,0,56,0.333333333333333,0,3.828641398
0.3,48,-2.94443897916644,0,0,0,56,0.333333333333333,0,3.828641398
0.5,24,-2.94443897916644,1,0,0,56,0.5,0,4.043051259
0.5,24,-2.94443897916644,1,0,0,56,0.5,0,4.043051259
0.3,96,-2.94443897916644,1,1,0,56,1,0,2.995732256
0.3,48,-2.94443897916644,1,0,0,56,0.5,0,2.639057339
0.3,48,-2.94443897916644,1,0,0,56,0.5,1,2.639057339
0.3,24,-2.94443897916644,0,0,0,56,1,0,3.295836867
0.7,48,-2.94443897916644,0,0,1,56,1,1,2.77258872
0.5,96,-2.94443897916644,1,1,1,56,1,1,2.77258872
0.9,24,-2.94443897916644,1,0,1,56,1,1,1.945910113
0.9,48,-2.94443897916644,1,1,1,56,1,1,1.791759389
0.7,96,-2.94443897916644,1,1,1,56,1,1,2.197224532
0.3,48,-2.94443897916644,1,0,0,57,1,1,3.583518945
0.5,12,-2.94443897916644,0,0,0,57,1,0,3.637586162
0.3,96,-2.94443897916644,1,1,0,57,1,0,3.663561654
0.7,96,-2.94443897916644,0,1,0,57,0.5,0,3.295836867
0.7,96,-2.94443897916644,0,1,0,57,0.5,0,3.295836867
0.5,96,-2.94443897916644,0,0,0,57,1,0,2.995732287
0.3,24,-2.94443897916644,0,0,1,57,1,0,3.737669613
0.9,24,-2.94443897916644,1,0,1,57,1,1,2.484906621
0.5,48,-2.94443897916644,0,0,1,57,1,0,3.178053828
0.9,96,-2.94443897916644,0,1,1,57,1,1,3.850147595
0.7,24,-2.94443897916644,0,0,1,57,1,0,2.833213356
0.5,96,-2.94443897916644,1,0,1,58,1,1,5.0937502
0.3,48,-2.94443897916644,0,1,1,58,1,0,3.433987195
0.7,48,-2.94443897916644,1,1,1,58,1,1,2.77258872
0.7,24,-2.94443897916644,0,0,1,58,1,0,2.708050183
0.5,12,-2.94443897916644,0,0,1,58,1,0,3.367295825
0.3,12,-2.94443897916644,1,0,0,58,1,0,2.944438981
0.5,24,-2.94443897916644,0,0,0,58,1,0,3.737669613
0.7,96,-2.94443897916644,0,1,0,58,1,1,3.135494231
0.3,12,-2.94443897916644,0,0,0,58,1,0,2.639057339
0.9,48,-2.94443897916644,1,0,0,58,1,0,2.302585138
0.3,24,-2.94443897916644,1,0,1,59,1,0,3.912023
0.5,24,-2.94443897916644,0,0,1,59,1,0,3.332204497
0.5,48,-2.94443897916644,1,0,1,59,0.5,0,3.761200115
0.5,48,-2.94443897916644,1,0,1,59,0.5,1,3.761200115
0.5,96,-2.94443897916644,1,1,1,59,1,1,3.218875832
0.9,48,-2.94443897916644,0,1,1,59,1,1,2.944438981
0.9,48,-2.94443897916644,0,0,0,59,1,0,3.688879452
0.7,96,-2.94443897916644,1,0,0,59,1,1,3.433987215
0.9,48,-2.94443897916644,1,1,0,59,1,1,2.944438981
0.3,48,-2.94443897916644,0,0,0,59,1,0,3.367295825
0.7,48,-2.94443897916644,0,0,0,59,1,0,3.465735901
0.7,24,-2.94443897916644,1,0,1,60,1,0,2.944438981
0.9,48,-2.94443897916644,1,0,1,60,1,1,1.609437895
0.3,48,-2.94443897916644,1,0,1,60,1,0,3.496507567
0.5,24,-2.94443897916644,0,0,1,60,1,0,4.204692619
0.3,48,-2.94443897916644,1,0,1,60,1,0,2.397895278
0.9,24,-2.94443897916644,1,0,0,60,1,1,2.397895278
0.5,48,-2.94443897916644,0,1,0,60,1,0,2.890371747
0.5,48,-2.94443897916644,1,1,0,60,1,0,3.044522432
0.3,24,-2.94443897916644,0,0,0,60,1,0,3.526360518
0.5,96,-2.94443897916644,0,0,0,60,1,0,2.397895221
0.9,24,-2.94443897916644,1,0,0,61,1,1,5.843544418
0.5,48,-2.94443897916644,1,0,0,61,1,1,2.56494935
0.9,24,-2.94443897916644,1,0,0,61,1,1,3.912023
0.5,48,-2.94443897916644,0,1,0,61,1,1,3.496507567
0.9,12,-2.94443897916644,0,0,0,61,1,1,2.708050225
0.3,24,-2.94443897916644,1,0,1,61,1,1,3.295836867
0.7,96,-2.94443897916644,1,1,1,61,1,1,2.484906621
0.3,48,-2.94443897916644,0,0,1,61,1,1,2.302585075
0.7,48,-2.94443897916644,0,0,1,61,1,1,2.56494935
0.3,48,-2.94443897916644,0,1,1,61,1,0,2.995732256
0.7,24,-2.94443897916644,0,0,0,62,1,1,4.48863637
0.3,12,-2.94443897916644,1,0,0,62,1,0,4.574710979
0.5,48,-2.94443897916644,0,0,0,62,1,1,4.369447848
0.7,96,-2.94443897916644,1,1,0,62,1,1,3.891820301
0.3,48,-2.94443897916644,1,0,0,62,1,0,4.574710979
0.9,96,-2.94443897916644,0,1,1,62,1,1,3.401197364
0.9,48,-2.94443897916644,0,0,1,62,1,1,3.295836867
0.3,12,-2.94443897916644,1,0,1,62,1,0,4.248495242
0.7,48,-2.94443897916644,0,1,1,62,1,1,4.174387272
0.3,12,-2.94443897916644,1,0,1,62,1,0,3.091042458
0.7,24,-2.94443897916644,1,0,1,64,1,0,4.158883081
0.7,96,-2.94443897916644,1,0,1,64,1,1,2.56494935
0.5,48,-2.94443897916644,1,1,1,64,1,0,2.995732256
0.9,96,-2.94443897916644,1,0,1,64,1,1,2.302585075
0.3,96,-2.94443897916644,0,1,1,64,1,0,2.833213356
0.3,48,-2.94443897916644,1,0,0,64,1,1,4.110873871
0.7,48,-2.94443897916644,1,0,0,64,1,1,2.833213319
0.3,24,-2.94443897916644,0,0,0,64,1,0,3.433987195
0.7,96,-2.94443897916644,1,0,0,64,1,0,3.637586162
0.9,96,-2.94443897916644,0,0,0,64,1,0,3.25809653
0.5,48,-2.94443897916644,0,0,0,65,1,0,3.044522432
0.9,96,-2.94443897916644,0,1,0,65,1,1,2.302585075
0.9,24,-2.94443897916644,1,0,0,65,1,1,2.397895278
0.7,24,-2.94443897916644,0,0,0,65,1,0,3.295836867
0.3,12,-2.94443897916644,1,0,0,65,1,0,2.639057339
0.5,24,-2.94443897916644,1,0,1,65,1,0,2.944438981
0.9,96,-2.94443897916644,0,0,1,65,1,1,1.791759493
0.7,48,-2.94443897916644,1,0,1,65,1,1,2.079441618
0.7,48,-2.94443897916644,0,0,1,65,1,1,2.302585075
0.9,48,-2.94443897916644,0,1,1,65,1,1,1.945910203
0.5,96,-2.94443897916644,0,0,0,66,1,0,2.484906621
0.5,48,-2.94443897916644,0,0,0,66,1,0,2.484906674
0.9,96,-2.94443897916644,0,1,0,66,1,0,3.044522432
0.3,24,-2.94443897916644,0,0,0,66,1,0,3.044522462
0.7,24,-2.94443897916644,1,0,0,66,1,1,2.07944154
0.7,96,-2.94443897916644,0,1,1,66,1,1,2.197224602
0.5,24,-2.94443897916644,1,0,1,66,1,0,2.708050225
0.7,48,-2.94443897916644,1,1,1,66,1,1,2.07944154
0.3,24,-2.94443897916644,1,0,1,66,1,0,2.708050183
0.9,48,-2.94443897916644,1,1,1,66,1,1,2.197224602
0.3,96,-2.94443897916644,1,1,1,67,1,0,2.07944154
0.5,96,-2.94443897916644,0,0,1,67,1,0,1.386294438
0.5,48,-2.94443897916644,1,1,1,67,1,0,1.945910113
0.7,96,-2.94443897916644,1,0,1,67,1,0,1.386294281
0.3,24,-2.94443897916644,0,0,1,67,1,0,2.197224602
0.3,24,-2.94443897916644,0,0,0,67,1,0,2.07944154
0.9,48,-2.94443897916644,1,0,0,67,1,0,4.219507708
0.9,12,-2.94443897916644,1,0,0,67,1,0,2.197224532
0.9,12,-2.94443897916644,0,0,0,67,1,0,1.791759493
0.9,96,-2.94443897916644,0,1,0,67,1,0,1.945910113
0.7,48,-2.94443897916644,1,0,1,68,1,1,3.737669613
0.3,96,-2.94443897916644,1,0,1,68,1,0,3.218875807
0.9,96,-2.94443897916644,1,0,1,68,1,1,2.302585138
0.5,48,-2.94443897916644,0,1,1,68,1,1,3.295836867
0.5,96,-2.94443897916644,1,1,1,68,1,1,2.944438981
0.3,48,-2.94443897916644,0,0,0,68,1,0,3.496507567
0.3,48,-2.94443897916644,1,0,0,68,1,0,3.367295825
0.3,48,-2.94443897916644,1,1,0,68,1,0,3.688879452
0.9,96,-2.94443897916644,1,0,0,68,1,1,2.708050225
0.9,96,-2.94443897916644,0,0,0,68,1,0,4.290459442
0.5,96,-2.94443897916644,1,1,0,69,1,1,2.944438981
0.5,48,-2.94443897916644,1,1,0,69,1,0,2.708050183
0.7,96,-2.94443897916644,1,1,0,69,1,1,1.791759389
0.5,96,-2.94443897916644,0,0,0,69,1,0,1.945910203
0.3,48,-2.94443897916644,0,1,0,69,1,0,2.708050183
0.9,96,-2.94443897916644,0,0,1,69,1,1,2.56494935
0.7,48,-2.94443897916644,1,0,1,69,1,1,2.833213356
0.3,48,-2.94443897916644,0,1,1,69,1,0,2.77258872
0.7,48,-2.94443897916644,1,0,1,69,1,1,2.56494935
0.7,96,-2.94443897916644,0,1,1,69,1,1,2.564949397
0.3,48,-2.94443897916644,0,1,0,72,1,1,4.682131228
0.3,12,-2.94443897916644,1,0,0,72,1,0,3.688879452
0.7,48,-2.94443897916644,0,1,0,72,0.333333333333333,0,3.663561638
0.7,48,-2.94443897916644,0,1,0,72,0.333333333333333,0,3.663561638
0.7,48,-2.94443897916644,0,1,0,72,0.333333333333333,1,3.663561638
0.9,12,-2.94443897916644,1,0,0,72,1,1,3.135494231
0.9,48,-2.94443897916644,0,0,0,72,1,0,4.564348196
0.5,48,-2.94443897916644,1,0,1,72,1,1,2.639057339
0.9,96,-2.94443897916644,0,1,1,72,1,1,3.218875807
0.5,96,-2.94443897916644,1,0,1,72,1,1,2.890371747
0.5,48,-2.94443897916644,0,1,1,72,1,1,2.77258872
0.7,96,-2.94443897916644,1,0,1,72,1,1,2.302585075
0.3,12,-2.94443897916644,0,0,1,73,1,0,4.204692619
0.3,96,-2.94443897916644,1,0,1,73,1,0,4.007333179
0.9,96,-2.94443897916644,0,1,1,73,1,1,3.433987215
0.5,48,-2.94443897916644,1,1,1,73,1,0,3.367295825
0.7,48,-2.94443897916644,1,1,1,73,1,1,2.995732287
0.9,48,-2.94443897916644,0,0,0,73,1,0,3.610917909
0.5,96,-2.94443897916644,1,0,0,73,1,0,2.833213356
0.5,96,-2.94443897916644,1,1,0,73,1,0,3.218875832
0.7,24,-2.94443897916644,1,0,0,73,1,1,3.25809653
0.3,12,-2.94443897916644,1,0,0,73,1,0,2.890371782
0.9,96,-2.94443897916644,1,0,1,75,1,1,2.484906674
0.7,48,-2.94443897916644,0,0,1,75,1,1,3.295836867
0.5,96,-2.94443897916644,0,1,1,75,1,1,2.639057339
0.3,96,-2.94443897916644,1,0,1,75,1,1,3.135494231
0.9,96,-2.94443897916644,1,0,1,75,1,1,2.639057339
0.5,96,-2.94443897916644,1,1,0,75,1,1,3.496507567
0.5,96,-2.94443897916644,1,0,0,75,1,0,3.737669613
0.3,48,-2.94443897916644,0,0,0,75,1,1,3.806662486
0.7,96,-2.94443897916644,0,1,0,75,1,1,3.784189639
0.5,96,-2.94443897916644,0,0,0,75,1,0,2.944438981
0.5,12,-2.94443897916644,1,0,0,76,1,0,3.663561638
0.5,24,-2.94443897916644,1,0,0,76,1,0,3.401197385
0.3,12,-2.94443897916644,0,0,0,76,1,0,3.784189639
0.9,48,-2.94443897916644,1,1,0,76,1,1,3.401197385
0.9,12,-2.94443897916644,1,0,0,76,1,1,2.197224602
0.3,48,-2.94443897916644,0,0,1,76,1,0,2.833213356
0.3,96,-2.94443897916644,1,1,1,76,1,0,2.944438948
0.9,24,-2.94443897916644,0,0,1,76,1,1,2.833213356
0.9,48,-2.94443897916644,0,1,1,76,1,1,2.07944154
0.7,12,-2.94443897916644,0,0,1,76,1,0,2.397895278
0.7,96,-2.94443897916644,1,1,0,77,1,0,3.784189625
0.7,48,-2.94443897916644,0,1,0,77,1,0,3.891820288
0.9,24,-2.94443897916644,0,0,0,77,1,0,3.988984047
0.5,96,-2.94443897916644,1,0,0,77,1,0,4.174387272
0.9,48,-2.94443897916644,1,1,0,77,1,1,3.951243711
0.3,96,-2.94443897916644,0,0,1,77,1,0,3.433987195
0.5,12,-2.94443897916644,0,0,1,77,1,0,3.850147608
0.3,48,-2.94443897916644,0,0,1,77,1,0,3.891820288
0.9,24,-2.94443897916644,0,0,1,77,1,1,3.401197364
0.9,12,-2.94443897916644,0,0,1,77,1,1,2.890371747
0.5,12,-2.94443897916644,1,0,1,78,1,0,3.401197385
0.7,48,-2.94443897916644,1,1,1,78,1,1,3.295836867
0.9,48,-2.94443897916644,1,1,1,78,1,1,2.944438981
0.3,96,-2.94443897916644,1,1,1,78,1,0,3.401197385
0.3,48,-2.94443897916644,0,1,1,78,1,0,3.828641398
0.7,96,-2.94443897916644,1,1,0,78,1,1,3.526360518
0.9,48,-2.94443897916644,1,0,0,78,1,0,3.401197385
0.3,48,-2.94443897916644,1,0,0,78,1,0,4.304065098
0.5,12,-2.94443897916644,1,0,0,78,1,1,2.890371747
0.5,12,-2.94443897916644,0,0,0,78,1,0,3.401197385
0.5,24,-2.94443897916644,1,0,1,79,1,0,3.912023
0.3,96,-2.94443897916644,0,1,1,79,1,0,3.784189639
0.7,12,-2.94443897916644,1,0,1,79,1,0,2.56494935
0.3,96,-2.94443897916644,0,0,1,79,1,0,2.484906621
0.3,96,-2.94443897916644,1,0,1,79,1,1,2.995732287
0.9,12,-2.94443897916644,0,0,0,79,1,0,3.401197385
0.5,48,-2.94443897916644,0,1,0,79,1,0,3.784189639
0.7,24,-2.94443897916644,0,0,0,79,1,1,2.995732287
0.3,12,-2.94443897916644,1,0,0,79,1,0,3.433987195
0.7,96,-2.94443897916644,1,1,0,79,1,1,2.56494935
0.7,48,-2.94443897916644,0,0,1,80,1,1,3.135494204
0.3,12,-2.94443897916644,0,0,1,80,1,0,3.044522462
0.5,96,-2.94443897916644,1,0,1,80,1,0,2.890371747
0.7,12,-2.94443897916644,0,0,1,80,1,0,2.56494935
0.9,48,-2.94443897916644,1,1,1,80,1,1,2.639057339
0.5,12,-2.94443897916644,1,0,0,80,1,0,2.484906674
0.9,12,-2.94443897916644,1,0,0,80,1,0,2.639057294
0.3,96,-2.94443897916644,0,1,0,80,0.5,0,2.890371747
0.3,96,-2.94443897916644,0,1,0,80,0.5,0,2.890371747
0.3,24,-2.94443897916644,1,0,0,80,1,0,2.639057294
0.9,12,-2.94443897916644,0,0,0,80,1,0,1.791759389
0.9,12,-2.94443897916644,1,0,1,84,1,1,3.044522432
0.7,48,-2.94443897916644,0,1,1,84,1,1,2.944438981
0.5,12,-2.94443897916644,0,0,1,84,1,0,4.110873871
0.7,96,-2.94443897916644,1,0,1,84,1,1,2.833213356
0.7,48,-2.94443897916644,0,1,1,84,1,1,3.135494204
0.3,96,-2.94443897916644,0,1,0,84,1,0,3.663561654
0.3,48,-2.94443897916644,1,0,0,84,1,0,3.850147595
0.9,12,-2.94443897916644,1,0,0,84,1,1,3.218875832
0.3,24,-2.94443897916644,0,0,0,84,1,1,3.761200115
0.7,96,-2.94443897916644,0,1,0,84,0.5,0,2.890371782
0.7,96,-2.94443897916644,0,1,0,84,0.5,0,2.890371782
0.3,96,-2.94443897916644,0,0,1,85,1,1,3.784189625
0.3,48,-2.94443897916644,1,1,1,85,1,0,2.639057339
0.9,24,-2.94443897916644,0,0,1,85,1,1,2.639057339
0.7,12,-2.94443897916644,0,0,1,85,0.5,0,2.995732256
0.7,12,-2.94443897916644,0,0,1,85,0.5,0,2.995732256
0.9,96,-2.94443897916644,0,0,1,85,1,1,2.07944154
0.5,12,-2.94443897916644,1,0,0,85,1,1,4.094344566
0.9,48,-2.94443897916644,0,1,0,85,1,0,3.583518945
0.5,12,-2.94443897916644,0,0,0,85,1,0,3.044522432
0.7,96,-2.94443897916644,0,0,0,85,1,0,2.995732256
0.3,12,-2.94443897916644,0,0,0,85,1,0,2.708050183
0.7,24,-2.94443897916644,0,0,0,87,0.5,0,3.496507567
0.7,24,-2.94443897916644,0,0,0,87,0.5,0,3.496507567
0.7,48,-2.94443897916644,0,1,0,87,1,0,3.332204519
0.9,96,-2.94443897916644,0,1,0,87,1,0,3.135494204
0.5,48,-2.94443897916644,1,1,0,87,0.333333333333333,1,3.828641398
0.5,48,-2.94443897916644,1,1,0,87,0.333333333333333,0,3.828641398
0.5,48,-2.94443897916644,1,1,0,87,0.333333333333333,0,3.828641398
0.5,96,-2.94443897916644,0,1,0,87,0.5,0,3.332204497
0.5,96,-2.94443897916644,0,1,0,87,0.5,0,3.332204497
0.9,24,-2.94443897916644,1,0,1,87,1,1,2.995732287
0.3,48,-2.94443897916644,1,0,1,87,1,0,2.944438981
0.3,24,-2.94443897916644,0,0,1,87,1,0,3.332204519
0.7,48,-2.94443897916644,0,1,1,87,1,1,2.639057339
0.3,96,-2.94443897916644,1,1,1,87,1,0,2.995732287
0.9,96,-2.94443897916644,1,0,1,88,1,1,3.401197385
0.5,96,-2.94443897916644,0,0,1,88,1,1,4.00733319
0.3,48,-2.94443897916644,0,0,1,88,1,0,3.610917909
0.7,48,-2.94443897916644,0,0,1,88,1,1,3.401197385
0.7,48,-2.94443897916644,1,0,1,88,1,1,2.302585138
0.7,48,-2.94443897916644,1,0,0,88,1,1,3.044522432
0.3,96,-2.94443897916644,0,1,0,88,1,0,3.871201009
0.5,24,-2.94443897916644,1,0,0,88,1,0,3.496507567
0.3,48,-2.94443897916644,1,0,0,88,1,0,3.496507567
0.7,48,-2.94443897916644,0,0,0,88,1,1,2.397895278
0.9,12,-2.94443897916644,0,0,0,89,1,0,3.178053828
0.7,96,-2.94443897916644,1,0,0,89,1,1,2.77258872
0.9,96,-2.94443897916644,0,1,0,89,1,0,2.833213356
0.7,96,-2.94443897916644,1,1,0,89,1,1,2.639057339
0.7,96,-2.94443897916644,0,0,0,89,1,0,4.382026633
0.3,48,-2.94443897916644,1,1,1,89,1,0,2.890371747
0.5,96,-2.94443897916644,0,1,1,89,1,0,2.833213356
0.9,48,-2.94443897916644,1,0,1,89,1,1,2.77258872
0.9,96,-2.94443897916644,1,1,1,89,1,1,2.397895278
0.5,96,-2.94443897916644,0,1,1,89,1,0,3.367295825
0.5,12,-2.94443897916644,1,0,1,90,1,0,3.091042458
0.9,12,-2.94443897916644,0,0,1,90,1,0,2.397895278
0.7,48,-2.94443897916644,0,1,1,90,1,0,3.091042458
0.5,12,-2.94443897916644,0,0,1,90,1,0,2.56494935
0.3,96,-2.94443897916644,0,0,1,90,1,0,3.555348062
0.5,48,-2.94443897916644,0,1,0,90,1,0,3.496507567
0.5,24,-2.94443897916644,1,0,0,90,1,1,2.833213356
0.3,48,-2.94443897916644,1,0,0,90,1,1,2.995732256
0.7,48,-2.94443897916644,0,0,0,90,1,0,3.295836867
0.3,12,-2.94443897916644,0,0,0,90,1,0,3.135494231
0.9,48,-2.94443897916644,1,0,1,91,1,1,3.25809653
0.9,24,-2.94443897916644,0,0,1,91,1,1,2.708050183
0.9,96,-2.94443897916644,0,1,1,91,1,1,2.56494935
0.5,48,-2.94443897916644,1,1,1,91,1,1,4.219507699
0.3,96,-2.94443897916644,1,1,1,91,1,0,3.367295825
0.7,48,-2.94443897916644,1,0,0,91,1,1,3.555348062
0.5,24,-2.94443897916644,0,0,0,91,1,0,3.931825645
0.3,48,-2.94443897916644,0,0,0,91,1,0,3.761200115
0.3,96,-2.94443897916644,0,0,0,91,1,0,4.47733682
0.7,96,-2.94443897916644,0,1,0,91,1,1,3.555348062
0.7,48,-2.94443897916644,1,0,0,92,1,0,3.784189639
0.5,96,-2.94443897916644,0,1,0,92,1,0,4.127134386
0.3,12,-2.94443897916644,0,0,0,92,1,0,3.332204519
0.9,24,-2.94443897916644,0,0,0,92,1,0,2.890371782
0.5,48,-2.94443897916644,1,1,0,92,1,0,3.367295847
0.5,96,-2.94443897916644,0,0,1,92,1,0,3.401197364
0.5,96,-2.94443897916644,0,0,1,92,1,0,2.995732256
0.9,96,-2.94443897916644,0,0,1,92,1,1,2.833213319
0.3,96,-2.94443897916644,0,1,1,92,1,0,2.995732287
0.5,96,-2.94443897916644,0,0,1,92,1,0,3.367295825
0.5,24,-2.94443897916644,1,0,0,93,1,0,3.332204497
0.9,12,-2.94443897916644,1,0,0,93,1,1,2.07944154
0.7,96,-2.94443897916644,1,0,0,93,1,0,2.890371747
0.7,12,-2.94443897916644,1,0,0,93,0.5,0,3.871201022
0.7,12,-2.94443897916644,1,0,0,93,0.5,0,3.871201022
0.3,48,-2.94443897916644,0,1,1,93,1,0,2.639057339
0.5,96,-2.94443897916644,0,0,1,93,1,1,2.484906674
0.7,96,-2.94443897916644,0,1,1,93,1,1,1.791759493
0.3,24,-2.94443897916644,0,0,1,93,1,0,2.708050225
0.9,96,-2.94443897916644,1,0,1,93,1,1,1.609437895
0.5,96,-2.94443897916644,1,0,0,93,1,1,2.77258872
0.9,48,-2.94443897916644,0,0,0,95,0.5,0,3.663561638
0.9,48,-2.94443897916644,0,0,0,95,0.5,0,3.663561638
0.5,12,-2.94443897916644,0,0,0,95,1,0,3.688879452
0.7,96,-2.94443897916644,1,1,0,95,1,0,3.784189639
0.9,96,-2.94443897916644,1,0,0,95,1,1,2.56494935
0.9,24,-2.94443897916644,0,0,0,95,1,1,2.639057339
0.3,12,-2.94443897916644,1,0,1,95,1,0,3.135494231
0.5,96,-2.94443897916644,1,0,1,95,1,0,2.890371747
0.7,48,-2.94443897916644,1,0,1,95,1,1,2.397895278
0.5,48,-2.94443897916644,0,1,1,95,1,1,2.944438981
0.3,96,-2.94443897916644,1,0,1,95,1,0,2.639057339
0.9,12,-2.94443897916644,1,0,0,96,1,1,2.708050225
0.9,48,-2.94443897916644,1,0,0,96,1,1,2.708050225
0.9,96,-2.94443897916644,1,1,0,96,1,1,2.639057339
0.7,48,-2.94443897916644,0,1,0,96,1,0,3.465735901
0.9,96,-2.94443897916644,0,0,0,96,1,0,3.555348062
0.5,96,-2.94443897916644,0,0,1,96,1,1,3.178053828
0.5,48,-2.94443897916644,0,0,1,96,1,0,2.890371782
0.5,96,-2.94443897916644,1,0,1,96,1,1,3.135494231
0.3,96,-2.94443897916644,1,1,1,96,1,0,2.944438981
0.5,12,-2.94443897916644,0,0,1,96,1,0,2.995732256
0.9,48,-2.94443897916644,0,0,1,97,1,1,2.833213356
0.3,12,-2.94443897916644,1,0,1,97,1,0,4.077537443
0.9,48,-2.94443897916644,0,1,1,97,1,1,2.890371747
0.9,24,-2.94443897916644,1,0,1,97,1,1,2.833213319
0.5,96,-2.94443897916644,1,0,1,97,1,1,3.806662486
0.9,96,-2.94443897916644,1,0,0,97,1,1,5.049856007
0.9,24,-2.94443897916644,0,0,0,97,1,0,4.867534452
0.5,48,-2.94443897916644,0,0,0,97,1,0,3.850147608
0.7,48,-2.94443897916644,1,1,0,97,1,0,3.871201009
0.5,96,-2.94443897916644,1,0,0,97,1,1,3.178053828
0.7,96,-2.94443897916644,1,0,0,98,1,1,3.433987195
0.9,96,-2.94443897916644,1,1,0,98,1,1,2.197224602
0.7,48,-2.94443897916644,1,1,0,98,1,1,3.25809653
0.5,12,-2.94443897916644,0,0,0,98,1,0,3.433987195
0.7,96,-2.94443897916644,1,0,0,98,1,1,2.833213319
0.3,12,-2.94443897916644,0,0,1,98,1,0,2.708050183
0.7,48,-2.94443897916644,0,0,1,98,1,1,2.197224602
0.7,48,-2.94443897916644,1,0,1,98,1,1,2.07944154
0.3,48,-2.94443897916644,1,1,1,98,1,0,3.25809653
0.3,12,-2.94443897916644,1,0,1,98,1,0,2.302585075
0.7,24,-2.94443897916644,1,0,1,101,1,1,3.988984047
0.5,24,-2.94443897916644,0,0,1,101,1,0,3.433987195
0.5,24,-2.94443897916644,0,0,1,101,1,0,3.583518928
0.9,12,-2.94443897916644,1,0,1,101,0.5,0,3.465735921
0.9,12,-2.94443897916644,1,0,1,101,0.5,1,3.465735921
0.9,48,-2.94443897916644,1,1,1,101,1,1,2.708050183
0.5,48,-2.94443897916644,1,0,0,101,1,1,3.433987215
0.3,48,-2.94443897916644,0,0,0,101,1,0,4.189654747
0.3,48,-2.94443897916644,0,0,0,101,1,0,3.850147608
0.5,24,-2.94443897916644,0,0,0,101,1,0,4.394449156
0.7,48,-2.94443897916644,0,1,0,101,1,1,4.406719251
0.3,48,-2.94443897916644,1,1,1,102,1,1,3.367295825
0.7,48,-2.94443897916644,0,1,1,102,1,1,2.639057294
0.3,48,-2.94443897916644,1,1,1,102,1,0,2.56494935
0.9,24,-2.94443897916644,0,0,1,102,1,0,2.944438981
0.5,48,-2.94443897916644,1,1,1,102,1,1,2.397895278
0.5,96,-2.94443897916644,1,0,0,102,1,1,3.295836867
0.7,12,-2.94443897916644,1,0,0,102,1,0,3.09104243
0.5,96,-2.94443897916644,1,0,0,102,1,1,2.77258872
0.7,24,-2.94443897916644,0,0,0,102,1,0,2.77258872
0.3,48,-2.94443897916644,0,0,0,102,1,0,2.995732256
0.7,12,-2.94443897916644,1,0,0,103,1,1,3.433987195
0.9,48,-2.94443897916644,1,1,0,103,1,1,4.330733342
0.3,24,-2.94443897916644,1,0,0,103,1,0,3.663561654
0.7,48,-2.94443897916644,0,1,0,103,1,1,2.77258872
0.3,96,-2.94443897916644,0,0,0,103,1,0,4.382026633
0.9,24,-2.94443897916644,0,0,1,103,1,1,2.197224532
0.5,96,-2.94443897916644,0,0,1,103,1,0,3.295836867
0.9,96,-2.94443897916644,1,0,1,103,1,1,1.945910113
0.9,12,-2.94443897916644,0,0,1,103,1,1,2.484906674
0.7,48,-2.94443897916644,0,1,1,103,1,1,2.397895278
0.7,96,-2.94443897916644,1,0,1,104,1,1,3.71357207
0.3,24,-2.94443897916644,1,0,1,104,0.5,0,3.637586162
0.3,24,-2.94443897916644,1,0,1,104,0.5,0,3.637586162
0.3,96,-2.94443897916644,1,0,1,104,1,1,3.044522462
0.5,96,-2.94443897916644,1,1,1,104,1,1,3.25809653
0.5,24,-2.94443897916644,0,0,1,104,1,1,3.71357207
0.3,12,-2.94443897916644,0,0,0,104,1,0,3.401197385
0.9,96,-2.94443897916644,0,0,0,104,1,0,3.688879452
0.5,96,-2.94443897916644,0,1,0,104,1,1,3.583518945
0.3,12,-2.94443897916644,1,0,0,104,0.5,0,3.295836867
0.3,12,-2.94443897916644,1,0,0,104,0.5,0,3.295836867
0.5,48,-2.94443897916644,0,1,0,104,1,1,3.178053828
0.7,12,-2.94443897916644,1,0,0,105,1,0,2.995732287
0.5,48,-2.94443897916644,0,1,0,105,1,0,4.962844631
0.7,48,-2.94443897916644,1,0,0,105,1,1,3.091042458
0.3,96,-2.94443897916644,1,1,0,105,1,0,5.361292163
0.3,12,-2.94443897916644,1,0,0,105,1,0,3.688879452
0.7,24,-2.94443897916644,0,0,1,105,1,0,4.04305127
0.5,12,-2.94443897916644,0,0,1,105,1,0,2.56494935
0.3,24,-2.94443897916644,1,0,1,105,1,0,2.995732287
0.9,96,-2.94443897916644,0,1,1,105,1,1,2.302585075
