"","subj_id","correct","r","rsgn","rabs","smoothed","n","plot","log_time","actual_location","attempts","weights","response_0","alpha"
"69","187",0,-0.9,0,0.9,0,24,"L",3.178053828,10,1,1,"8",-2.94443897916644
"70","54",0,0.5,1,0.5,0,12,"S",2.484906674,16,1,1,"19",-2.94443897916644
"71","184",0,-0.9,0,0.9,0,12,"L",1.791759493,17,1,1,"20",-2.94443897916644
"72","144",1,0.3,1,0.3,0,96,"S",2.995732287,11,1,1,"11",-2.94443897916644
"73","83",1,-0.9,0,0.9,0,96,"S",2.302585138,7,1,1,"7",-2.94443897916644
"74","152",0,-0.5,0,0.5,0,12,"L",4.025351689,11,1,1,"10",-2.94443897916644
"75","151",0,0.3,1,0.3,1,96,"L",2.995732256,9,1,1,"4",-2.94443897916644
"76","27",1,0.7,1,0.7,0,96,"S",3.828641398,4,1,1,"4",-2.94443897916644
"77","54",0,-0.7,0,0.7,0,12,"S",1.945910113,2,1,1,"6",-2.94443897916644
"78","114",0,-0.5,0,0.5,1,96,"S",2.302585138,10,1,1,"9",-2.94443897916644
"79","184",0,-0.9,0,0.9,1,96,"L",1.945910113,19,1,1,"18",-2.94443897916644
"80","32",0,0.7,1,0.7,0,96,"L",2.890371747,11,1,1,"13",-2.94443897916644
"81","114",1,0.9,1,0.9,0,96,"L",1.945910203,11,1,1,"11",-2.94443897916644
"82","83",0,-0.3,0,0.3,1,48,"S",2.56494935,6,1,1,"16",-2.94443897916644
"83","41",1,0.7,1,0.7,1,48,"L",3.526360518,5,1,1,"5",-2.94443897916644
"84","151",0,0.3,1,0.3,0,48,"L",2.639057339,18,2,0.5,"2",-2.94443897916644
"85","151",1,0.3,1,0.3,0,48,"L",2.639057339,18,2,0.5,"18",-2.94443897916644
"86","94",1,0.5,1,0.5,1,48,"L",3.135494204,10,1,1,"10",-2.94443897916644
"87","165",1,0.7,1,0.7,0,12,"L",3.433987195,7,1,1,"7",-2.94443897916644
"88","138",0,0.3,1,0.3,0,24,"S",3.912023,10,1,1,"5",-2.94443897916644
"89","150",0,0.3,1,0.3,1,96,"S",3.401197385,9,1,1,"6",-2.94443897916644
"90","134",0,-0.5,0,0.5,0,48,"S",3.761200115,12,1,1,"16",-2.94443897916644
"91","83",0,-0.5,0,0.5,0,12,"S",2.56494935,7,1,1,"18",-2.94443897916644
"92","144",0,-0.9,0,0.9,0,12,"L",3.401197385,3,1,1,"13",-2.94443897916644
"93","114",1,-0.9,0,0.9,0,96,"L",3.044522462,14,1,1,"14",-2.94443897916644
"94","83",0,0.7,1,0.7,0,24,"S",2.07944154,17,1,1,"5",-2.94443897916644
"95","27",1,0.9,1,0.9,1,48,"S",2.890371747,7,1,1,"7",-2.94443897916644
"96","52",1,0.3,1,0.3,0,96,"S",3.367295825,11,1,1,"11",-2.94443897916644
"97","151",0,-0.3,0,0.3,0,24,"L",3.295836867,20,1,1,"6",-2.94443897916644
"98","94",0,-0.7,0,0.7,0,48,"L",3.218875832,5,1,1,"8",-2.94443897916644
"99","114",1,-0.5,0,0.5,1,96,"L",2.07944154,15,1,1,"15",-2.94443897916644
"100","188",0,-0.3,0,0.3,1,48,"L",3.97029191,12,1,1,"1",-2.94443897916644
"101","161",0,-0.5,0,0.5,1,48,"L",4.189654738,5,1,1,"18",-2.94443897916644
"102","149",1,-0.5,0,0.5,0,96,"S",4.00733319,11,1,1,"11",-2.94443897916644
"103","52",1,0.9,1,0.9,1,96,"S",2.56494935,14,1,1,"14",-2.94443897916644
"104","176",0,0.7,1,0.7,0,24,"S",4.158883081,2,1,1,"5",-2.94443897916644
"105","32",0,0.7,1,0.7,0,12,"L",3.871201022,19,2,0.5,"14",-2.94443897916644
"106","32",0,0.7,1,0.7,0,12,"L",3.871201022,19,2,0.5,"1",-2.94443897916644
"107","94",0,-0.7,0,0.7,0,96,"L",2.56494935,2,1,1,"1",-2.94443897916644
"108","151",1,-0.7,0,0.7,0,48,"S",2.77258872,13,1,1,"13",-2.94443897916644
"109","187",0,-0.3,0,0.3,0,96,"L",4.234106501,3,1,1,"4",-2.94443897916644
"110","148",0,0.7,1,0.7,1,48,"L",3.332204519,10,1,1,"4",-2.94443897916644
"111","197",1,0.5,1,0.5,0,12,"L",3.737669628,16,2,0.5,"16",-2.94443897916644
"112","197",0,0.5,1,0.5,0,12,"L",3.737669628,16,2,0.5,"20",-2.94443897916644
"113","134",0,-0.5,0,0.5,1,96,"L",3.784189625,11,1,1,"20",-2.94443897916644
"114","196",1,0.5,1,0.5,0,96,"S",5.0937502,16,1,1,"16",-2.94443897916644
"115","150",0,-0.3,0,0.3,1,48,"S",3.828641398,7,1,1,"15",-2.94443897916644
"116","94",1,0.9,1,0.9,1,96,"L",2.397895278,14,1,1,"14",-2.94443897916644
"117","138",0,-0.5,0,0.5,0,24,"S",3.332204497,4,1,1,"6",-2.94443897916644
"118","161",0,0.7,1,0.7,0,12,"L",3.25809653,7,1,1,"20",-2.94443897916644
"119","114",0,-0.3,0,0.3,0,12,"L",3.295836867,10,1,1,"3",-2.94443897916644
"120","32",0,-0.3,0,0.3,1,48,"S",2.639057339,7,1,1,"15",-2.94443897916644
"121","144",0,-0.5,0,0.5,1,48,"L",3.784189639,18,1,1,"11",-2.94443897916644
"122","151",1,0.5,1,0.5,1,96,"S",2.77258872,2,1,1,"2",-2.94443897916644
"123","188",1,0.9,1,0.9,0,12,"L",2.890371782,8,1,1,"8",-2.94443897916644
"124","137",1,-0.9,0,0.9,1,48,"L",3.610917909,11,1,1,"11",-2.94443897916644
"125","176",1,0.7,1,0.7,0,96,"S",2.56494935,12,1,1,"12",-2.94443897916644
"126","41",1,-0.3,0,0.3,0,48,"L",4.262679881,18,1,1,"18",-2.94443897916644
"127","27",1,-0.7,0,0.7,0,48,"S",3.871201009,11,1,1,"11",-2.94443897916644
"128","32",1,-0.5,0,0.5,0,96,"S",2.484906674,11,1,1,"11",-2.94443897916644
"129","151",1,0.9,1,0.9,0,24,"S",1.945910113,13,1,1,"13",-2.94443897916644
"130","161",1,-0.9,0,0.9,1,48,"L",2.708050225,9,1,1,"9",-2.94443897916644
"131","132",1,0.7,1,0.7,0,96,"S",2.639057339,11,1,1,"11",-2.94443897916644
"132","135",0,-0.9,0,0.9,1,48,"L",5.010635293,11,1,1,"2",-2.94443897916644
"133","149",0,-0.3,0,0.3,0,48,"S",3.610917909,18,1,1,"6",-2.94443897916644
"134","59",1,-0.7,0,0.7,0,24,"S",3.091042458,7,1,1,"7",-2.94443897916644
"135","114",1,0.3,1,0.3,0,96,"L",2.944438981,11,1,1,"11",-2.94443897916644
"136","32",1,-0.7,0,0.7,1,96,"S",1.791759493,10,1,1,"10",-2.94443897916644
"137","151",1,0.9,1,0.9,1,48,"S",1.791759389,7,1,1,"7",-2.94443897916644
"138","144",1,-0.7,0,0.7,0,24,"L",2.995732287,7,1,1,"7",-2.94443897916644
"139","131",0,-0.3,0,0.3,0,48,"L",3.891820301,8,3,0.333333333333333,"5",-2.94443897916644
"140","131",1,-0.3,0,0.3,0,48,"L",3.891820301,8,3,0.333333333333333,"8",-2.94443897916644
"141","131",0,-0.3,0,0.3,0,48,"L",3.891820301,8,3,0.333333333333333,"17",-2.94443897916644
"142","11",1,0.9,1,0.9,0,48,"S",4.248495242,13,1,1,"13",-2.94443897916644
"143","187",1,0.7,1,0.7,0,12,"L",3.583518928,7,1,1,"7",-2.94443897916644
"144","142",1,0.7,1,0.7,0,96,"L",3.433987195,11,1,1,"11",-2.94443897916644
"145","114",0,-0.3,0,0.3,0,12,"S",2.197224602,5,1,1,"6",-2.94443897916644
"146","151",1,0.7,1,0.7,1,96,"S",2.197224532,7,1,1,"7",-2.94443897916644
"147","176",0,0.5,1,0.5,1,48,"S",2.995732256,10,1,1,"2",-2.94443897916644
"148","150",1,0.7,1,0.7,1,96,"L",3.526360518,11,1,1,"11",-2.94443897916644
"149","196",0,-0.3,0,0.3,1,48,"S",3.433987195,12,1,1,"15",-2.94443897916644
"150","165",1,0.9,1,0.9,1,48,"L",4.330733342,17,1,1,"17",-2.94443897916644
"151","27",1,-0.7,0,0.7,1,48,"S",3.135494231,11,1,1,"11",-2.94443897916644
"152","32",0,-0.3,0,0.3,0,24,"S",2.708050225,11,1,1,"10",-2.94443897916644
"153","42",0,0.5,1,0.5,1,96,"L",2.56494935,10,2,0.5,"7",-2.94443897916644
"154","42",0,0.5,1,0.5,1,96,"L",2.56494935,10,2,0.5,"3",-2.94443897916644
"155","59",1,0.5,1,0.5,1,96,"S",2.397895278,10,1,1,"10",-2.94443897916644
"156","138",0,0.5,1,0.5,0,48,"S",3.761200115,7,2,0.5,"20",-2.94443897916644
"157","138",1,0.5,1,0.5,0,48,"S",3.761200115,7,2,0.5,"7",-2.94443897916644
"158","187",0,0.5,1,0.5,0,24,"S",2.56494935,3,1,1,"19",-2.94443897916644
"159","32",1,0.9,1,0.9,0,96,"S",1.609437895,11,1,1,"11",-2.94443897916644
"160","176",1,0.9,1,0.9,0,96,"S",2.302585075,11,1,1,"11",-2.94443897916644
"161","14",0,-0.7,0,0.7,0,96,"L",4.219507708,14,1,1,"12",-2.94443897916644
"162","134",0,0.3,1,0.3,1,96,"L",3.97029191,9,1,1,"10",-2.94443897916644
"163","149",1,-0.7,0,0.7,0,48,"S",3.401197385,11,1,1,"11",-2.94443897916644
"164","135",0,0.5,1,0.5,0,96,"L",3.465735901,13,1,1,"11",-2.94443897916644
"165","196",1,0.7,1,0.7,1,48,"S",2.77258872,5,1,1,"5",-2.94443897916644
"166","132",0,-0.5,0,0.5,1,48,"S",3.178053855,6,1,1,"8",-2.94443897916644
"167","142",1,0.9,1,0.9,1,96,"L",2.197224602,12,1,1,"12",-2.94443897916644
"168","114",1,0.9,1,0.9,0,12,"S",3.178053828,3,1,1,"3",-2.94443897916644
"169","187",1,-0.7,0,0.7,1,96,"S",2.302585075,15,1,1,"15",-2.94443897916644
"170","59",0,-0.5,0,0.5,0,12,"S",2.56494935,2,1,1,"16",-2.94443897916644
"171","144",0,0.3,1,0.3,0,12,"L",3.433987195,7,1,1,"17",-2.94443897916644
"172","149",1,0.7,1,0.7,0,48,"S",2.302585138,19,1,1,"19",-2.94443897916644
"173","32",1,0.5,1,0.5,0,96,"L",2.77258872,13,1,1,"13",-2.94443897916644
"174","137",0,0.3,1,0.3,0,48,"L",3.663561638,10,1,1,"17",-2.94443897916644
"175","148",0,0.5,1,0.5,1,96,"L",3.465735901,2,1,1,"13",-2.94443897916644
"176","176",0,-0.3,0,0.3,1,96,"S",2.833213356,10,1,1,"16",-2.94443897916644
"177","42",0,-0.7,0,0.7,1,48,"L",2.639057339,11,2,0.5,"20",-2.94443897916644
"178","42",0,-0.7,0,0.7,1,48,"L",2.639057339,11,2,0.5,"19",-2.94443897916644
"179","138",1,0.5,1,0.5,1,96,"S",3.218875832,10,1,1,"10",-2.94443897916644
"180","196",0,-0.7,0,0.7,0,24,"S",2.708050183,8,1,1,"11",-2.94443897916644
"181","144",1,0.7,1,0.7,1,96,"L",2.56494935,7,1,1,"7",-2.94443897916644
"182","41",0,-0.5,0,0.5,0,12,"L",4.060443017,7,1,1,"13",-2.94443897916644
"183","187",0,-0.3,0,0.3,0,24,"S",2.639057339,11,1,1,"10",-2.94443897916644
"184","27",0,0.3,1,0.3,0,96,"S",3.496507548,3,1,1,"11",-2.94443897916644
"185","87",0,-0.9,0,0.9,0,96,"L",3.951243723,7,1,1,"18",-2.94443897916644
"186","150",0,0.9,1,0.9,0,48,"L",3.401197385,19,1,1,"4",-2.94443897916644
"187","135",0,0.5,1,0.5,0,48,"L",3.091042458,2,2,0.5,"15",-2.94443897916644
"188","135",0,0.5,1,0.5,0,48,"L",3.091042458,2,2,0.5,"14",-2.94443897916644
"189","59",1,-0.3,0,0.3,0,96,"S",2.995732287,3,1,1,"3",-2.94443897916644
"190","165",0,0.3,1,0.3,0,24,"L",3.663561654,19,1,1,"6",-2.94443897916644
"191","152",0,-0.3,0,0.3,0,48,"L",3.258096554,18,1,1,"11",-2.94443897916644
"192","142",1,0.7,1,0.7,1,48,"L",3.25809653,5,1,1,"5",-2.94443897916644
"193","11",0,-0.3,0,0.3,0,96,"S",3.610917909,5,1,1,"12",-2.94443897916644
"194","187",1,0.5,1,0.5,0,48,"S",2.197224602,7,1,1,"7",-2.94443897916644
"195","149",1,0.7,1,0.7,0,48,"L",3.044522432,11,1,1,"11",-2.94443897916644
"196","59",1,-0.9,0,0.9,0,48,"S",1.791759493,5,1,1,"5",-2.94443897916644
"197","23",0,0.7,1,0.7,0,48,"L",3.784189639,11,1,1,"1",-2.94443897916644
"198","32",0,-0.5,0,0.5,0,12,"L",3.135494231,11,1,1,"7",-2.94443897916644
"199","61",0,-0.3,0,0.3,0,24,"S",3.401197385,11,1,1,"6",-2.94443897916644
"200","42",0,-0.9,0,0.9,1,48,"L",2.639057339,9,2,0.5,"19",-2.94443897916644
"201","42",0,-0.9,0,0.9,1,48,"L",2.639057339,9,2,0.5,"7",-2.94443897916644
"202","132",0,-0.3,0,0.3,0,24,"S",3.401197385,20,1,1,"7",-2.94443897916644
"203","158",0,0.5,1,0.5,0,24,"S",2.833213356,3,1,1,"19",-2.94443897916644
"204","17",0,0.7,1,0.7,0,24,"S",2.944438981,17,1,1,"16",-2.94443897916644
"205","138",1,-0.9,0,0.9,1,48,"S",2.944438981,9,1,1,"9",-2.94443897916644
"206","187",0,-0.7,0,0.7,1,48,"S",2.397895278,11,1,1,"9",-2.94443897916644
"207","165",1,-0.7,0,0.7,1,48,"L",2.77258872,11,1,1,"11",-2.94443897916644
"208","197",0,-0.5,0,0.5,0,96,"L",4.430816801,19,1,1,"2",-2.94443897916644
"209","135",0,-0.9,0,0.9,0,12,"L",3.044522432,3,2,0.5,"20",-2.94443897916644
"210","135",0,-0.9,0,0.9,0,12,"L",3.044522432,3,2,0.5,"13",-2.94443897916644
"211","42",0,-0.3,0,0.3,0,48,"L",2.484906621,8,2,0.5,"2",-2.94443897916644
"212","42",0,-0.3,0,0.3,0,48,"L",2.484906621,8,2,0.5,"14",-2.94443897916644
"213","132",1,0.5,1,0.5,0,48,"S",2.833213356,7,1,1,"7",-2.94443897916644
"214","134",0,0.3,1,0.3,0,12,"L",4.060443006,16,1,1,"4",-2.94443897916644
"215","137",1,0.5,1,0.5,1,96,"L",3.828641398,10,1,1,"10",-2.94443897916644
"216","41",0,0.5,1,0.5,0,24,"L",3.663561654,18,1,1,"14",-2.94443897916644
"217","177",0,0.3,1,0.3,0,12,"L",3.8066625,16,1,1,"12",-2.94443897916644
"218","142",0,-0.5,0,0.5,0,12,"L",3.433987195,11,1,1,"10",-2.94443897916644
"219","42",0,0.5,1,0.5,1,48,"L",2.397895278,1,2,0.5,"3",-2.94443897916644
"220","42",0,0.5,1,0.5,1,48,"L",2.397895278,1,2,0.5,"4",-2.94443897916644
"221","196",0,-0.5,0,0.5,0,12,"S",3.367295825,11,1,1,"10",-2.94443897916644
"222","27",0,-0.5,0,0.5,0,96,"L",3.71357207,11,1,1,"9",-2.94443897916644
"223","100",1,0.3,1,0.3,0,48,"L",3.583518945,18,1,1,"18",-2.94443897916644
"224","135",0,-0.9,0,0.9,0,12,"L",2.639057294,3,1,1,"13",-2.94443897916644
"225","148",1,0.7,1,0.7,1,48,"L",3.526360518,5,1,1,"5",-2.94443897916644
"226","11",0,0.3,1,0.3,1,48,"S",3.555348062,20,1,1,"13",-2.94443897916644
"227","17",1,0.9,1,0.9,0,48,"S",1.609437895,13,1,1,"13",-2.94443897916644
"228","158",1,-0.7,0,0.7,1,48,"S",2.484906621,11,1,1,"11",-2.94443897916644
"229","137",1,0.7,1,0.7,1,96,"L",2.302585075,11,1,1,"11",-2.94443897916644
"230","176",1,0.3,1,0.3,0,48,"L",4.110873871,10,1,1,"10",-2.94443897916644
"231","132",0,0.3,1,0.3,0,12,"S",3.044522432,7,1,1,"10",-2.94443897916644
"232","183",0,-0.5,0,0.5,0,48,"L",3.044522432,6,1,1,"2",-2.94443897916644
"233","61",0,-0.7,0,0.7,0,12,"S",2.995732256,2,1,1,"6",-2.94443897916644
"234","142",1,0.7,1,0.7,0,96,"L",2.833213319,4,1,1,"4",-2.94443897916644
"235","138",0,-0.9,0,0.9,0,48,"L",3.688879452,5,1,1,"7",-2.94443897916644
"236","42",1,0.7,1,0.7,1,48,"S",2.833213319,10,1,1,"10",-2.94443897916644
"237","199",0,-0.3,0,0.3,1,48,"S",3.931825632,6,1,1,"8",-2.94443897916644
"238","134",0,-0.7,0,0.7,0,24,"L",2.995732287,7,1,1,"8",-2.94443897916644
"239","14",0,-0.5,0,0.5,0,48,"L",4.219507708,11,1,1,"15",-2.94443897916644
"240","118",0,0.3,1,0.3,0,12,"S",4.276666117,14,1,1,"1",-2.94443897916644
"241","149",0,-0.3,0,0.3,1,96,"L",3.871201009,19,1,1,"16",-2.94443897916644
"242","196",0,0.3,1,0.3,0,12,"L",2.944438981,16,1,1,"12",-2.94443897916644
"243","93",1,-0.9,0,0.9,1,96,"L",3.135494231,15,1,1,"15",-2.94443897916644
"244","59",0,0.5,1,0.5,1,96,"L",3.97029191,10,1,1,"14",-2.94443897916644
"245","123",0,0.5,1,0.5,0,12,"L",3.988984047,8,5,0.2,"4",-2.94443897916644
"246","123",0,0.5,1,0.5,0,12,"L",3.988984047,8,5,0.2,"7",-2.94443897916644
"247","123",0,0.5,1,0.5,0,12,"L",3.988984047,8,5,0.2,"10",-2.94443897916644
"248","123",0,0.5,1,0.5,0,12,"L",3.988984047,8,5,0.2,"14",-2.94443897916644
"249","123",0,0.5,1,0.5,0,12,"L",3.988984047,8,5,0.2,"17",-2.94443897916644
"250","131",0,0.9,1,0.9,0,48,"L",3.871201022,19,3,0.333333333333333,"1",-2.94443897916644
"251","131",0,0.9,1,0.9,0,48,"L",3.871201022,19,3,0.333333333333333,"18",-2.94443897916644
"252","131",0,0.9,1,0.9,0,48,"L",3.871201022,19,3,0.333333333333333,"17",-2.94443897916644
"253","183",1,-0.9,0,0.9,1,96,"L",2.302585075,15,1,1,"15",-2.94443897916644
"254","176",1,0.7,1,0.7,0,48,"L",2.833213319,19,1,1,"19",-2.94443897916644
"255","11",0,0.3,1,0.3,1,96,"S",3.178053828,9,1,1,"18",-2.94443897916644
"256","61",1,0.5,1,0.5,0,48,"S",2.484906674,2,1,1,"2",-2.94443897916644
"257","142",0,-0.3,0,0.3,0,12,"S",2.708050183,7,1,1,"11",-2.94443897916644
"258","148",0,0.3,1,0.3,1,96,"L",3.25809653,17,1,1,"20",-2.94443897916644
"259","150",0,0.3,1,0.3,0,48,"L",4.304065098,10,1,1,"11",-2.94443897916644
"260","42",1,0.7,1,0.7,0,96,"S",2.397895278,11,1,1,"11",-2.94443897916644
"261","27",0,0.5,1,0.5,0,48,"L",3.496507548,4,1,1,"6",-2.94443897916644
"262","152",1,0.3,1,0.3,0,24,"L",4.304065089,1,1,1,"1",-2.94443897916644
"263","17",0,0.3,1,0.3,0,48,"S",3.496507567,18,1,1,"8",-2.94443897916644
"264","87",0,0.5,1,0.5,0,96,"L",3.931825632,13,1,1,"15",-2.94443897916644
"265","183",1,0.9,1,0.9,0,24,"L",2.397895278,4,1,1,"4",-2.94443897916644
"266","158",0,-0.3,0,0.3,0,48,"S",3.465735901,18,1,1,"6",-2.94443897916644
"267","134",0,-0.3,0,0.3,0,24,"L",3.135494231,17,1,1,"7",-2.94443897916644
"268","142",1,-0.7,0,0.7,0,48,"S",2.197224602,13,1,1,"13",-2.94443897916644
"269","61",0,0.9,1,0.9,0,12,"S",2.397895278,19,1,1,"7",-2.94443897916644
"270","62",0,-0.3,0,0.3,0,24,"S",4.174387272,17,1,1,"5",-2.94443897916644
"271","166",1,-0.3,0,0.3,1,48,"L",4.682131228,12,1,1,"12",-2.94443897916644
"272","138",1,0.7,1,0.7,0,96,"L",3.433987215,11,1,1,"11",-2.94443897916644
"273","167",1,-0.9,0,0.9,1,96,"S",2.07944154,15,1,1,"15",-2.94443897916644
"274","93",0,0.7,1,0.7,0,12,"L",2.56494935,7,1,1,"4",-2.94443897916644
"275","142",1,0.7,1,0.7,0,48,"S",2.07944154,11,1,1,"11",-2.94443897916644
"276","52",1,0.9,1,0.9,1,96,"S",3.850147595,12,1,1,"12",-2.94443897916644
"277","88",0,0.3,1,0.3,1,48,"S",2.890371747,20,1,1,"9",-2.94443897916644
"278","149",0,0.5,1,0.5,0,24,"L",3.496507567,3,1,1,"6",-2.94443897916644
"279","150",1,0.5,1,0.5,0,12,"L",2.890371747,8,1,1,"8",-2.94443897916644
"280","11",1,-0.5,0,0.5,1,48,"S",3.091042458,18,1,1,"18",-2.94443897916644
"281","126",1,-0.5,0,0.5,0,96,"S",4.158883091,11,1,1,"11",-2.94443897916644
"282","14",1,0.5,1,0.5,0,48,"L",3.583518945,2,2,0.5,"2",-2.94443897916644
"283","14",0,0.5,1,0.5,0,48,"L",3.583518945,2,2,0.5,"20",-2.94443897916644
"284","42",0,-0.5,0,0.5,1,96,"S",2.639057294,10,2,0.5,"8",-2.94443897916644
"285","42",0,-0.5,0,0.5,1,96,"S",2.639057294,10,2,0.5,"7",-2.94443897916644
"286","124",0,0.5,1,0.5,1,48,"L",2.890371782,10,1,1,"16",-2.94443897916644
"287","23",0,-0.5,0,0.5,1,96,"L",4.127134386,11,1,1,"2",-2.94443897916644
"288","93",0,-0.7,0,0.7,1,48,"L",1.791759493,11,1,1,"12",-2.94443897916644
"289","100",0,-0.5,0,0.5,0,12,"L",3.637586162,7,1,1,"4",-2.94443897916644
"290","176",0,-0.3,0,0.3,0,24,"L",3.433987195,17,1,1,"7",-2.94443897916644
"291","165",0,-0.3,0,0.3,0,96,"L",4.382026633,3,1,1,"4",-2.94443897916644
"292","137",0,0.7,1,0.7,0,48,"L",4.007333179,19,1,1,"6",-2.94443897916644
"293","152",1,0.9,1,0.9,0,24,"L",3.178053828,5,1,1,"5",-2.94443897916644
"294","196",0,-0.5,0,0.5,0,24,"L",3.737669613,18,1,1,"1",-2.94443897916644
"295","59",1,0.9,1,0.9,0,24,"L",3.761200115,5,1,1,"5",-2.94443897916644
"296","183",0,-0.7,0,0.7,0,24,"L",3.295836867,4,1,1,"20",-2.94443897916644
"297","197",1,-0.5,0,0.5,1,96,"L",4.430816801,10,1,1,"10",-2.94443897916644
"298","61",1,-0.7,0,0.7,1,96,"S",2.995732287,10,1,1,"10",-2.94443897916644
"299","42",1,0.9,1,0.9,0,12,"S",2.197224602,3,1,1,"3",-2.94443897916644
"300","118",1,0.9,1,0.9,1,96,"S",3.09104243,14,1,1,"14",-2.94443897916644
"301","138",1,0.9,1,0.9,1,48,"L",2.944438981,7,1,1,"7",-2.94443897916644
"302","165",1,-0.9,0,0.9,0,24,"S",2.197224532,10,1,1,"10",-2.94443897916644
"303","148",0,-0.3,0,0.3,0,96,"L",3.637586162,5,1,1,"1",-2.94443897916644
"304","157",1,0.9,1,0.9,0,24,"S",2.639057339,5,1,1,"5",-2.94443897916644
"305","88",1,-0.7,0,0.7,0,48,"S",2.77258872,13,1,1,"13",-2.94443897916644
"306","142",0,0.3,1,0.3,1,48,"S",3.25809653,20,1,1,"19",-2.94443897916644
"307","87",1,0.5,1,0.5,0,48,"L",3.637586162,2,1,1,"2",-2.94443897916644
"308","183",0,0.3,1,0.3,0,12,"L",2.639057339,16,1,1,"7",-2.94443897916644
"309","200",0,-0.9,0,0.9,0,48,"L",3.496507548,5,1,1,"20",-2.94443897916644
"310","61",1,-0.9,0,0.9,0,12,"L",2.708050183,17,1,1,"17",-2.94443897916644
"311","42",0,0.3,1,0.3,0,96,"S",2.639057339,3,2,0.5,"12",-2.94443897916644
"312","42",1,0.3,1,0.3,0,96,"S",2.639057339,3,2,0.5,"3",-2.94443897916644
"313","27",0,0.9,1,0.9,0,48,"L",3.871201009,19,1,1,"8",-2.94443897916644
"314","62",1,0.7,1,0.7,0,48,"S",2.833213356,11,1,1,"11",-2.94443897916644
"315","150",0,-0.5,0,0.5,0,12,"L",3.401197385,7,1,1,"18",-2.94443897916644
"316","131",1,-0.7,0,0.7,1,48,"L",4.094344566,20,3,0.333333333333333,"20",-2.94443897916644
"317","131",0,-0.7,0,0.7,1,48,"L",4.094344566,20,3,0.333333333333333,"17",-2.94443897916644
"318","131",0,-0.7,0,0.7,1,48,"L",4.094344566,20,3,0.333333333333333,"9",-2.94443897916644
"319","124",0,0.9,1,0.9,1,96,"L",2.77258872,1,1,1,"9",-2.94443897916644
"320","93",0,-0.9,0,0.9,0,48,"L",3.218875832,19,1,1,"18",-2.94443897916644
"321","167",0,0.5,1,0.5,1,96,"S",3.178053828,10,1,1,"14",-2.94443897916644
"322","149",0,0.3,1,0.3,0,48,"L",3.496507567,10,1,1,"18",-2.94443897916644
"323","152",0,-0.5,0,0.5,0,96,"L",3.044522432,5,1,1,"9",-2.94443897916644
"324","59",0,-0.7,0,0.7,1,48,"L",2.995732287,11,1,1,"18",-2.94443897916644
"325","23",0,-0.3,0,0.3,0,12,"L",3.332204519,10,1,1,"7",-2.94443897916644
"326","142",0,0.3,1,0.3,0,12,"S",2.302585075,14,1,1,"10",-2.94443897916644
"327","84",0,-0.3,0,0.3,0,12,"L",3.688879452,7,1,1,"15",-2.94443897916644
"328","196",1,-0.7,0,0.7,1,96,"L",3.135494231,15,1,1,"15",-2.94443897916644
"329","158",0,-0.7,0,0.7,0,12,"S",3.891820301,11,1,1,"9",-2.94443897916644
"330","166",0,0.3,1,0.3,0,12,"L",3.688879452,16,1,1,"13",-2.94443897916644
"331","87",0,0.7,1,0.7,0,48,"L",2.708050183,19,1,1,"9",-2.94443897916644
"332","148",1,-0.9,0,0.9,0,48,"S",2.484906621,1,1,1,"1",-2.94443897916644
"333","177",0,0.3,1,0.3,0,12,"L",4.356708827,7,1,1,"17",-2.94443897916644
"334","27",0,-0.9,0,0.9,0,24,"L",2.56494935,19,1,1,"16",-2.94443897916644
"335","137",1,-0.5,0,0.5,0,96,"S",3.526360536,5,1,1,"5",-2.94443897916644
"336","149",1,-0.7,0,0.7,0,48,"L",2.397895278,11,1,1,"11",-2.94443897916644
"337","176",0,0.7,1,0.7,0,96,"L",3.637586162,11,1,1,"19",-2.94443897916644
"338","138",0,-0.3,0,0.3,0,48,"L",3.367295825,10,1,1,"1",-2.94443897916644
"339","100",0,0.3,1,0.3,1,96,"L",3.663561654,9,1,1,"6",-2.94443897916644
"340","165",0,-0.5,0,0.5,0,96,"S",3.295836867,19,1,1,"2",-2.94443897916644
"341","183",0,0.5,1,0.5,0,24,"S",2.944438981,18,1,1,"7",-2.94443897916644
"342","62",1,0.5,1,0.5,0,48,"S",2.77258872,2,1,1,"2",-2.94443897916644
"343","118",1,0.7,1,0.7,0,96,"S",3.433987215,11,1,1,"11",-2.94443897916644
"344","158",1,0.7,1,0.7,1,96,"S",2.484906621,7,1,1,"7",-2.94443897916644
"345","61",0,-0.5,0,0.5,0,96,"L",2.890371747,5,1,1,"14",-2.94443897916644
"346","124",1,0.7,1,0.7,1,48,"L",2.484906621,10,1,1,"10",-2.94443897916644
"347","196",0,-0.3,0,0.3,0,12,"L",2.639057339,5,1,1,"20",-2.94443897916644
"348","17",0,-0.5,0,0.5,0,24,"S",4.204692619,15,1,1,"16",-2.94443897916644
"349","199",0,0.5,1,0.5,0,96,"S",3.433987195,10,1,1,"20",-2.94443897916644
"350","23",0,-0.9,0,0.9,0,24,"L",2.890371782,19,1,1,"18",-2.94443897916644
"351","165",1,0.9,1,0.9,0,96,"S",1.945910113,11,1,1,"11",-2.94443897916644
"352","183",1,-0.9,0,0.9,0,96,"S",1.791759493,7,1,1,"7",-2.94443897916644
"353","167",0,0.3,1,0.3,0,12,"S",3.091042458,16,1,1,"10",-2.94443897916644
