"","subj_id","correct","r","rsgn","rabs","smoothed","n","plot","log_time","actual_location","attempts","weights","response_0","alpha"
"40","54",0,-0.5,0,0.5,0,48,"L",2.07944154,6,1,1,"13",-2.94443897916644
"41","83",0,-0.3,0,0.3,0,24,"L",2.890371782,11,1,1,"19",-2.94443897916644
"42","144",0,-0.3,0,0.3,1,96,"S",3.784189639,10,1,1,"5",-2.94443897916644
"43","161",1,0.9,1,0.9,0,24,"L",3.496507567,13,1,1,"13",-2.94443897916644
"44","54",1,-0.3,0,0.3,0,96,"S",2.708050183,3,1,1,"3",-2.94443897916644
"45","32",1,0.9,1,0.9,0,12,"L",2.07944154,8,1,1,"8",-2.94443897916644
"46","144",0,0.7,1,0.7,0,12,"S",2.56494935,19,1,1,"4",-2.94443897916644
"47","83",1,0.5,1,0.5,0,96,"S",2.77258872,10,1,1,"10",-2.94443897916644
"48","134",1,0.5,1,0.5,0,48,"S",3.931825632,7,1,1,"7",-2.94443897916644
"49","187",0,-0.9,0,0.9,0,96,"L",3.178053828,7,1,1,"8",-2.94443897916644
"50","114",0,0.7,1,0.7,0,24,"S",3.465735901,2,1,1,"3",-2.94443897916644
"51","150",1,0.7,1,0.7,1,48,"S",3.295836867,10,1,1,"10",-2.94443897916644
"52","94",0,-0.7,0,0.7,0,12,"S",3.610917909,8,1,1,"13",-2.94443897916644
"53","144",0,-0.3,0,0.3,0,96,"S",2.484906621,3,1,1,"2",-2.94443897916644
"54","54",0,0.3,1,0.3,1,48,"S",2.708050183,7,2,0.5,"6",-2.94443897916644
"55","54",0,0.3,1,0.3,1,48,"S",2.708050183,7,2,0.5,"13",-2.94443897916644
"56","161",0,0.3,1,0.3,0,48,"L",3.044522432,18,1,1,"2",-2.94443897916644
"57","151",0,0.5,1,0.5,0,24,"L",4.043051259,3,2,0.5,"5",-2.94443897916644
"58","151",0,0.5,1,0.5,0,24,"L",4.043051259,3,2,0.5,"4",-2.94443897916644
"59","184",0,0.9,1,0.9,0,48,"L",4.219507708,4,1,1,"17",-2.94443897916644
"60","134",1,0.9,1,0.9,0,48,"S",2.302585138,19,1,1,"19",-2.94443897916644
"61","188",0,0.5,1,0.5,1,48,"L",4.304065089,10,1,1,"4",-2.94443897916644
"62","149",1,0.9,1,0.9,0,96,"S",3.401197385,3,1,1,"3",-2.94443897916644
"63","54",1,-0.9,0,0.9,0,48,"S",1.386294438,19,1,1,"19",-2.94443897916644
"64","114",0,0.3,1,0.3,0,24,"S",2.56494935,19,1,1,"7",-2.94443897916644
"65","184",0,0.9,1,0.9,0,12,"L",2.197224532,3,1,1,"19",-2.94443897916644
"66","94",1,0.9,1,0.9,1,48,"L",2.639057339,15,1,1,"15",-2.94443897916644
"67","150",1,0.9,1,0.9,1,48,"S",2.944438981,7,1,1,"7",-2.94443897916644
"68","114",1,-0.7,0,0.7,1,96,"S",1.791759493,10,1,1,"10",-2.94443897916644
